year,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual
2009,15000,1,False,False,False,False,True,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2007,52000,2,False,False,False,False,True,False,True,False,False,True
2011,20000,1,False,False,False,False,True,False,True,False,False,True
2013,90000,1,False,True,False,False,False,False,True,False,False,True
2011,60000,2,False,True,False,False,False,False,True,False,False,True
2015,23000,1,False,False,False,False,True,False,True,False,False,True
2011,20000,1,False,False,False,False,True,False,True,False,False,True
2009,60000,2,False,False,False,False,True,False,True,False,False,True
2012,71042,1,False,True,False,False,False,True,False,False,False,True
2012,167870,2,False,True,False,False,False,True,False,False,False,True
2011,133564,1,False,True,False,False,False,True,False,False,False,True
2013,40000,1,False,True,False,False,False,True,False,False,True,False
2011,70000,1,False,True,False,False,False,False,True,False,False,True
2015,11918,1,False,False,False,False,True,False,False,True,False,True
2016,41000,1,False,False,False,False,True,True,False,False,False,True
2012,49824,1,False,False,False,False,True,True,False,False,False,True
2013,58500,1,False,True,False,False,False,True,False,False,True,False
2013,52000,1,False,True,False,False,False,True,False,False,False,True
2016,49217,1,False,False,False,False,True,False,False,True,False,True
2015,90000,1,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,False,False,False,True,False,True,False,False,True
2003,90000,4,False,False,False,False,True,False,True,False,False,True
2011,190000,3,False,True,False,False,False,False,True,False,False,True
2016,106000,1,False,True,False,False,False,False,True,False,True,False
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2014,80000,2,False,True,False,False,False,False,True,False,False,True
2012,110000,2,False,True,False,False,False,False,True,False,False,True
2013,60000,2,False,True,False,False,False,False,True,False,False,True
2010,130000,2,False,True,False,False,False,False,True,False,True,False
2008,200000,1,False,False,False,False,True,False,True,False,False,True
2006,100000,1,False,True,False,False,False,False,True,False,False,True
2014,50000,1,False,False,False,False,True,False,True,False,False,True
2010,190000,4,False,True,False,False,False,False,True,False,False,True
2007,100000,2,False,True,False,False,False,False,True,False,False,True
2014,135000,2,False,True,False,False,False,False,True,False,False,True
2015,50000,3,False,True,False,False,False,False,True,False,False,True
2014,135000,3,False,True,False,False,False,False,True,False,True,False
2012,50000,1,False,True,False,False,False,False,True,False,False,True
2011,70000,1,False,False,False,False,True,False,True,False,False,True
2010,80000,3,False,False,False,False,True,False,True,False,True,False
2016,60000,1,False,False,False,False,True,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2008,120000,1,False,False,False,False,True,False,True,False,False,True
2015,35000,1,False,True,False,False,False,False,True,False,False,True
2013,86000,1,False,True,False,False,False,True,False,False,True,False
2015,127643,1,False,True,False,False,False,True,False,False,True,False
2014,102354,1,False,True,False,False,False,True,False,False,True,False
2014,62237,1,False,False,False,False,True,True,False,False,True,False
2005,90000,2,False,False,False,False,True,True,False,False,False,True
2015,32686,1,False,False,False,False,True,True,False,False,False,True
2006,1001,1,False,True,False,False,False,True,False,False,False,True
2016,53000,1,False,True,False,False,False,True,False,False,True,False
2014,39895,1,False,True,False,False,False,True,False,False,False,True
2014,17000,1,False,False,False,False,True,True,False,False,False,True
2015,30000,1,False,False,False,False,True,False,True,False,False,True
2016,42000,1,False,True,False,False,False,False,True,False,False,True
2014,110000,1,False,True,False,False,False,False,True,False,False,True
2005,100000,1,False,True,False,False,False,False,True,False,False,True
2006,300000,2,False,True,False,False,False,False,True,False,False,True
2009,110000,3,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,False,False,False,True,False,True,False,False,True
2012,50000,2,False,False,False,False,True,False,True,False,False,True
2015,50000,1,False,True,False,False,False,False,True,False,False,True
2014,46000,1,False,True,False,False,False,False,True,False,True,False
2012,82000,1,False,True,False,False,False,False,True,False,False,True
2016,120000,1,False,False,False,False,True,False,True,False,False,True
2006,80000,3,False,False,False,False,True,False,True,False,False,True
2010,70000,1,False,False,False,False,True,False,True,False,False,True
2013,200000,2,False,True,False,False,False,False,True,False,False,True
2011,120000,1,False,True,False,False,False,False,True,False,False,True
2005,223000,1,False,True,False,False,False,False,True,False,False,True
2016,60000,1,False,True,False,False,False,False,True,False,False,True
2016,40000,1,False,False,False,False,True,False,True,False,False,True
2016,161327,1,False,True,False,False,False,False,True,False,False,True
2009,60000,3,False,False,False,False,True,False,True,False,False,True
2007,50000,1,False,True,False,False,False,False,True,False,False,True
2009,68000,2,False,False,False,False,True,False,True,False,False,True
2012,85000,1,False,True,False,False,False,False,True,False,False,True
2011,70000,1,False,True,False,False,False,False,True,False,True,False
1999,35000,2,False,False,False,False,True,False,True,False,False,True
2010,100000,2,False,True,False,False,False,False,True,False,False,True
2015,110000,1,False,True,False,False,False,False,True,False,False,True
2010,195000,2,False,True,False,False,False,False,True,False,True,False
2015,46000,2,False,False,False,False,True,False,True,False,False,True
2008,60000,2,False,False,False,False,True,False,True,False,False,True
2015,42000,1,False,True,False,False,False,False,True,False,False,True
2006,90000,2,False,False,False,False,True,False,True,False,True,False
2012,85000,2,False,True,False,False,False,False,True,False,False,True
2012,120000,3,False,True,False,False,False,False,True,False,False,True
2013,72000,1,False,True,False,False,False,False,True,False,False,True
2013,71000,2,True,False,False,False,False,False,True,False,False,True
2009,110000,4,False,False,False,False,True,False,True,False,False,True
2013,71000,2,True,False,False,False,False,False,True,False,False,True
2010,144000,4,False,True,False,False,False,False,True,False,False,True
2007,65000,1,False,False,False,False,True,True,False,False,False,True
2015,38000,1,False,True,False,False,False,False,True,False,False,True
2012,90000,2,False,False,False,False,True,False,True,False,False,True
2016,30000,1,False,False,False,False,True,True,False,False,False,True
2016,23000,1,False,False,False,False,True,True,False,False,False,True
2012,40000,1,False,False,False,False,True,True,False,False,False,True
2014,27000,1,False,True,False,False,False,True,False,False,False,True
2012,65000,1,False,True,False,False,False,True,False,False,False,True
2015,32000,1,False,False,False,False,True,True,False,False,False,True
2016,56000,1,False,True,False,False,False,True,False,False,False,True
2014,80000,1,False,True,False,False,False,True,False,False,False,True
2014,52000,2,False,False,False,False,True,True,False,False,False,True
2014,13250,1,False,False,False,False,True,True,False,False,False,True
2011,36000,1,False,False,False,False,True,True,False,False,False,True
2015,73000,2,False,True,False,False,False,True,False,False,False,True
2004,60000,1,False,False,False,False,True,False,True,False,False,True
2006,60000,2,False,False,False,False,True,False,True,False,False,True
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2012,70000,2,False,True,False,False,False,False,True,False,False,True
2013,60000,2,False,True,False,False,False,False,True,False,False,True
2011,90000,4,False,True,False,False,False,False,True,False,False,True
2004,80000,2,False,False,False,False,True,False,True,False,False,True
2014,101000,2,False,True,False,False,False,False,True,False,False,True
2006,45000,1,False,False,False,False,True,False,True,False,False,True
2005,90000,2,False,False,False,False,True,False,True,False,False,True
2007,120000,2,False,False,False,False,True,False,True,False,False,True
2013,13500,1,False,False,False,False,True,False,True,False,False,True
2015,25000,3,False,False,False,False,True,False,True,False,False,True
2012,120000,1,False,True,False,False,False,False,True,False,False,True
2012,120000,1,False,True,False,False,False,False,True,False,False,True
2009,90246,3,False,False,False,False,True,False,True,False,False,True
2008,90000,2,False,False,False,False,True,False,True,False,False,True
2010,40000,2,False,False,False,False,True,False,True,False,False,True
2000,60000,4,False,False,False,False,True,False,True,False,False,True
2013,60400,1,False,True,False,False,False,False,True,False,False,True
2008,70950,2,False,True,False,False,False,False,True,False,False,True
2013,90000,1,False,True,False,False,False,False,True,False,False,True
2015,72000,1,False,True,False,False,False,False,True,False,False,True
2013,90000,1,False,True,False,False,False,False,True,False,False,True
2014,25000,2,False,False,False,False,True,False,True,False,False,True
2009,80000,2,False,True,False,False,False,False,True,False,False,True
2014,31491,1,False,False,False,False,True,False,True,False,False,True
2014,107143,2,False,True,False,False,False,False,True,False,False,True
2012,50000,2,False,False,False,False,True,False,True,False,False,True
2016,60000,1,False,True,False,False,False,False,True,False,False,True
2016,85000,1,False,True,False,False,False,False,True,False,False,True
2014,40000,2,False,False,False,False,True,False,True,False,False,True
2011,80000,2,False,False,False,False,True,False,True,False,False,True
2008,82000,2,False,True,False,False,False,False,True,False,False,True
2008,70000,2,False,False,False,False,True,False,True,False,False,True
2009,70000,3,False,False,False,False,True,False,True,False,False,True
2016,20000,1,False,True,False,False,False,False,True,False,False,True
2012,35000,2,False,False,False,False,True,False,True,False,False,True
2011,40000,1,False,False,False,False,True,False,True,False,False,True
2015,46412,1,False,True,False,False,False,False,True,False,False,True
2011,150000,4,False,True,False,False,False,False,True,False,False,True
2016,50000,1,False,True,False,False,False,False,True,False,False,True
2012,60000,2,False,False,False,False,True,False,True,False,False,True
2012,90000,3,False,False,False,False,True,False,True,False,False,True
2011,60000,1,False,False,False,False,True,False,True,False,False,True
2013,65000,1,False,True,False,False,False,False,True,False,False,True
2011,40000,1,False,False,False,False,True,False,True,False,False,True
2012,80000,3,False,True,False,False,False,False,True,False,False,True
2010,107500,1,False,True,False,False,False,True,False,False,False,True
2013,135000,2,False,True,False,False,False,True,False,False,False,True
2007,43826,2,False,False,False,False,True,True,False,False,False,True
2016,55838,1,False,False,False,False,True,True,False,False,False,True
2007,112880,1,False,True,False,False,False,True,False,False,False,True
2011,90000,3,False,True,False,False,False,False,True,False,False,True
2012,40000,1,False,False,False,False,True,False,True,False,False,True
2013,66000,1,False,False,False,False,True,False,True,False,False,True
2013,85000,2,False,True,False,False,False,False,True,False,False,True
2009,80659,1,False,False,False,False,True,True,False,False,False,True
2008,81324,1,False,False,False,False,True,True,False,False,False,True
2013,127884,1,False,True,False,False,False,True,False,False,False,True
2015,50000,1,False,False,False,False,True,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2015,66755,1,False,True,False,False,False,True,False,False,False,True
2013,123084,1,False,False,False,False,True,True,False,False,False,True
2009,806599,1,False,False,False,False,True,True,False,False,False,True
2013,95851,1,False,True,False,False,False,True,False,False,False,True
2010,50000,1,False,False,False,False,True,False,True,False,False,True
2008,50000,2,False,False,False,False,True,False,True,False,False,True
2006,60000,2,False,False,False,False,True,False,True,False,False,True
2015,15000,2,False,False,False,False,True,False,True,False,False,True
2016,40000,1,False,True,False,False,False,False,True,False,False,True
2006,120000,3,False,True,False,False,False,False,True,False,False,True
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2014,234000,1,False,True,False,False,False,False,True,False,False,True
2011,70000,1,False,True,False,False,False,False,True,False,False,True
2010,110000,2,False,True,False,False,False,False,True,False,False,True
2007,84000,2,False,False,False,False,True,False,True,False,False,True
2012,170000,1,False,True,False,False,False,False,True,False,False,True
2006,96000,2,False,False,False,False,True,False,True,False,False,True
2009,20000,1,False,True,False,False,False,False,True,False,False,True
2016,15000,1,False,False,False,False,True,False,True,False,False,True
2007,50000,1,False,False,False,False,True,False,True,False,False,True
2010,80000,2,False,False,False,False,True,False,True,False,False,True
2012,124000,1,False,True,False,False,False,False,True,False,False,True
2013,70000,1,False,True,False,False,False,False,True,False,False,True
2012,130000,2,False,True,False,False,False,False,True,False,False,True
2009,23262,1,False,False,False,False,True,True,False,False,False,True
2016,29600,1,False,True,False,False,False,True,False,False,False,True
2015,35925,1,False,False,False,False,True,True,False,False,False,True
2013,40771,1,False,False,False,False,True,True,False,False,False,True
2015,30500,2,False,False,False,False,True,True,False,False,True,False
2014,42000,2,False,False,False,False,True,True,False,False,False,True
2007,55800,2,False,False,False,False,True,True,False,False,False,True
2014,66569,1,False,True,False,False,False,True,False,False,False,True
2014,81358,1,False,True,False,False,False,True,False,False,False,True
2015,82695,1,False,True,False,False,False,True,False,False,False,True
2014,68293,2,False,True,False,False,False,True,False,False,False,True
2016,32000,1,False,False,False,False,True,True,False,False,True,False
2014,190621,1,False,True,False,False,False,True,False,False,False,True
2006,64700,1,False,False,False,False,True,False,True,False,False,True
2002,100000,2,False,False,False,False,True,False,True,False,False,True
2016,88470,1,False,True,False,False,False,False,True,False,False,True
2016,75000,1,False,True,False,False,False,False,True,False,False,True
2013,120000,2,False,True,False,False,False,False,True,False,False,True
2012,35000,1,False,True,False,False,False,False,True,False,True,False
2013,120000,2,False,True,False,False,False,False,True,False,False,True
2015,98000,1,False,True,False,False,False,True,False,False,False,True
2014,90000,2,False,True,False,False,False,True,False,False,False,True
2013,25000,3,False,False,False,False,True,False,True,False,False,True
2009,60000,3,False,True,False,False,False,False,True,False,False,True
2007,90000,4,False,False,False,False,True,False,True,False,False,True
2004,200000,2,False,False,False,False,True,False,True,False,False,True
2010,110000,2,False,True,False,False,False,False,True,False,False,True
2005,126000,2,False,False,False,False,True,False,True,False,False,True
2007,74183,2,False,False,False,False,True,False,True,False,False,True
2015,70000,2,False,True,False,False,False,False,True,False,False,True
2014,90000,1,False,False,False,False,True,False,True,False,False,True
2004,46000,2,False,False,False,False,True,False,True,False,False,True
2013,110000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2013,90000,2,False,True,False,False,False,False,True,False,False,True
2014,1,2,False,True,False,False,False,False,True,False,False,True
2009,192000,1,False,True,False,False,False,False,True,False,False,True
2013,70000,4,False,False,False,False,True,False,True,False,False,True
2007,120000,2,False,True,False,False,False,False,True,False,False,True
2015,60000,2,False,False,False,False,True,False,True,False,False,True
2012,120000,2,False,True,False,False,False,False,True,False,False,True
2008,120000,1,False,False,False,False,True,False,True,False,False,True
2007,50000,2,False,False,False,False,True,False,True,False,False,True
2009,120000,1,False,True,False,False,False,False,True,False,False,True
2007,80000,2,False,False,False,False,True,False,True,False,False,True
2008,80000,2,False,True,False,False,False,False,True,False,False,True
2009,100000,2,False,True,False,False,False,False,True,False,True,False
2006,100000,2,False,True,False,False,False,False,True,False,False,True
2006,83411,1,False,False,False,False,True,False,True,False,False,True
2011,120000,2,False,True,False,False,False,False,True,False,False,True
2006,83411,1,False,False,False,False,True,False,True,False,False,True
2015,80000,2,False,True,False,False,False,False,True,False,True,False
2015,40000,1,False,True,False,False,False,False,True,False,False,True
2014,13270,1,False,True,False,False,False,False,True,False,False,True
2006,100000,3,False,False,False,False,True,False,True,False,True,False
2016,50000,1,False,True,False,False,False,False,True,False,False,True
2013,90000,1,False,True,False,False,False,False,True,False,False,True
2008,100000,3,False,False,False,False,True,False,True,False,False,True
2016,57000,1,False,True,False,False,False,False,True,False,False,True
2015,70000,1,False,False,False,False,True,False,True,False,False,True
2015,100000,3,False,False,False,False,True,False,True,False,False,True
2010,88000,2,False,False,False,False,True,False,True,False,False,True
2009,76000,2,False,False,False,False,True,False,True,False,False,True
2010,100000,2,False,True,False,False,False,False,True,False,False,True
2012,110000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,2,False,False,False,False,True,False,True,False,False,True
2001,30000,1,False,False,False,False,True,False,True,False,False,True
2012,80000,2,False,False,False,True,False,False,True,False,False,True
2011,90000,2,False,True,False,False,False,False,True,False,False,True
2013,13770,1,False,True,False,False,False,False,True,False,False,True
2005,34000,1,False,False,False,False,True,True,False,False,False,True
2008,102000,1,False,False,False,False,True,True,False,False,False,True
2014,110000,1,False,True,False,False,False,False,True,False,False,True
2011,90000,2,False,False,False,False,True,False,True,False,False,True
2015,70000,3,False,True,False,False,False,False,True,False,False,True
2003,90000,2,False,False,False,False,True,False,True,False,False,True
2007,70000,2,False,False,False,False,True,False,True,False,False,True
2006,80000,2,False,False,False,False,True,False,True,False,False,True
2013,100000,2,False,True,False,False,False,False,True,False,False,True
2015,100000,1,False,True,False,False,False,False,True,False,False,True
2007,143000,3,False,False,False,False,True,False,True,False,False,True
2010,115000,2,False,False,False,False,True,False,True,False,False,True
2011,100000,2,False,True,False,False,False,False,True,False,False,True
2013,42000,1,False,True,False,False,False,False,True,False,False,True
2016,38000,1,False,False,False,False,True,False,True,False,False,True
2014,120000,2,False,True,False,False,False,False,True,False,False,True
2014,136906,1,False,True,False,False,False,False,True,False,False,True
2015,97000,2,False,True,False,False,False,False,True,False,False,True
2013,50000,3,False,False,False,False,True,False,True,False,False,True
2005,60000,2,False,False,False,False,True,False,True,False,False,True
2011,120000,1,False,True,False,False,False,False,True,False,False,True
2010,120000,2,False,False,False,False,True,False,True,False,False,True
2010,90000,2,False,True,False,False,False,False,True,False,False,True
2013,120000,1,False,False,False,False,True,False,True,False,False,True
2014,133000,1,False,True,False,False,False,False,True,False,False,True
2016,25000,1,False,False,False,False,True,False,True,False,False,True
2015,70000,1,False,False,False,False,True,False,True,False,False,True
2016,52000,1,False,False,False,False,True,False,True,False,False,True
2011,28689,1,False,True,False,False,False,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2014,80322,1,False,True,False,False,False,True,False,False,False,True
2000,50000,2,False,True,False,False,False,False,True,False,False,True
2007,90000,2,False,False,False,False,True,False,True,False,False,True
2015,61658,1,False,True,False,False,False,True,False,False,False,True
2010,50000,3,False,False,False,False,True,False,True,False,False,True
2016,80000,1,False,True,False,False,False,False,True,False,False,True
2010,185000,1,False,True,False,False,False,False,True,False,False,True
2014,57000,2,False,True,False,False,False,False,True,False,False,True
2000,60000,1,False,False,False,False,True,False,True,False,False,True
2004,120000,2,False,False,False,False,True,False,True,False,False,True
2015,35000,3,False,True,False,False,False,False,True,False,True,False
2016,35000,1,False,True,False,False,False,False,True,False,False,True
2004,120000,1,False,True,False,False,False,False,True,False,False,True
2011,235000,1,False,True,False,False,False,False,True,False,True,False
2013,87000,1,False,False,False,False,True,False,True,False,False,True
2014,72000,2,False,False,False,False,True,False,True,False,False,True
2013,64000,2,False,True,False,False,False,False,True,False,True,False
2007,100000,2,False,False,False,False,True,False,True,False,False,True
2012,12000,1,False,False,False,False,True,False,True,False,False,True
2010,67000,3,False,False,False,False,True,False,True,False,False,True
2012,70000,1,False,True,False,False,False,False,True,False,False,True
2016,60000,1,False,True,False,False,False,False,True,False,False,True
2011,74500,2,False,False,False,False,True,False,True,False,False,True
2011,118700,2,False,True,False,False,False,False,True,False,False,True
2015,40000,2,False,False,False,False,True,False,True,False,True,False
2004,223660,3,False,True,False,False,False,False,True,False,True,False
2006,140000,2,False,False,False,False,True,False,True,False,False,True
2016,100000,2,False,True,False,False,False,False,True,False,False,True
2011,100000,2,False,False,False,False,True,False,True,False,False,True
2006,120000,4,False,True,False,False,False,False,True,False,False,True
2015,35000,1,False,False,False,False,True,False,True,False,False,True
2014,29000,1,False,False,False,True,False,False,True,False,False,True
2015,30000,1,False,False,False,False,True,False,True,False,False,True
2012,120000,1,False,True,False,False,False,False,True,False,False,True
2008,110000,3,False,False,False,False,True,False,True,False,False,True
2006,73756,1,False,True,False,False,False,False,True,False,False,True
2011,60000,3,False,False,False,False,True,False,True,False,False,True
2008,60000,4,False,False,False,False,True,False,True,False,False,True
2015,90000,1,False,True,False,False,False,False,True,False,False,True
2009,70000,4,False,False,False,False,True,False,True,False,False,True
2002,70000,2,False,False,False,False,True,False,True,False,False,True
2015,80000,2,False,True,False,False,False,False,True,False,False,True
2012,70000,1,False,True,False,False,False,False,True,False,False,True
2002,50000,1,False,False,False,False,True,False,True,False,False,True
2012,185000,1,False,True,False,False,False,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2015,80000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
2008,40000,1,False,False,False,False,True,False,True,False,False,True
2010,120000,2,False,True,False,False,False,False,True,False,False,True
2012,35000,2,False,True,False,False,False,False,True,False,False,True
2012,52000,1,False,True,False,False,False,True,False,False,False,True
2009,47000,2,False,True,False,False,False,True,False,False,True,False
2013,50000,1,False,False,False,False,True,False,True,False,False,True
2015,48000,1,False,False,False,False,True,True,False,False,False,True
2015,53000,1,False,True,False,False,False,True,False,False,False,True
2008,213000,1,False,True,False,False,False,False,True,False,False,True
2014,7000,2,False,False,False,False,True,False,True,False,False,True
2013,88000,1,False,True,False,False,False,True,False,False,True,False
2015,55000,1,False,True,False,False,False,True,False,False,False,True
2014,48000,1,False,True,False,False,False,True,False,False,True,False
2014,71014,1,False,True,False,False,False,True,False,False,False,True
2015,60000,1,False,True,False,False,False,True,False,False,False,True
2016,45000,1,False,False,False,False,True,True,False,False,True,False
2009,20000,1,False,False,False,False,True,False,True,False,False,True
2015,60000,1,False,True,False,False,False,True,False,False,False,True
2013,80000,2,False,True,False,False,False,False,True,False,False,True
2007,181000,4,False,True,False,False,False,False,True,False,False,True
2012,89550,2,False,True,False,False,False,False,True,False,False,True
2010,90000,3,False,True,False,False,False,False,True,False,False,True
2010,149500,3,False,True,False,False,False,False,True,False,False,True
2013,190000,2,False,True,False,False,False,False,True,False,False,True
2013,83000,1,False,True,False,False,False,True,False,False,False,True
2005,20000,2,False,False,False,False,True,False,True,False,False,True
2010,160000,1,False,True,False,False,False,False,True,False,False,True
2015,100000,1,False,True,False,False,False,False,True,False,False,True
2010,45000,2,False,False,False,False,True,False,True,False,False,True
2009,44800,2,False,False,False,False,True,False,True,False,False,True
2006,40000,2,False,False,False,False,True,False,True,False,False,True
2014,120000,3,False,False,False,False,True,False,True,False,False,True
2011,10000,2,False,True,False,False,False,False,True,False,False,True
2011,80000,2,False,True,False,False,False,False,True,False,False,True
2014,156000,1,False,True,False,False,False,False,True,False,False,True
2010,120000,2,False,True,False,False,False,False,True,False,False,True
2007,100000,2,False,False,False,False,True,False,True,False,False,True
2001,100000,2,False,True,False,False,False,False,True,False,False,True
2006,100000,2,False,False,False,False,True,False,True,False,False,True
2012,60000,2,False,False,False,False,True,False,True,False,False,True
2013,170000,1,False,True,False,False,False,False,True,False,False,True
2013,100000,2,False,True,False,False,False,False,True,False,False,True
2006,110000,2,False,False,False,False,True,False,True,False,False,True
2015,170000,2,False,True,False,False,False,False,True,False,False,True
2009,100000,1,False,False,False,False,True,False,True,False,False,True
2014,35000,1,False,True,False,False,False,False,True,False,False,True
2015,90000,2,False,True,False,False,False,False,True,False,False,True
2012,120000,2,False,True,False,False,False,False,True,False,False,True
2012,120000,2,False,True,False,False,False,False,True,False,False,True
2015,15000,1,False,True,False,False,False,False,True,False,False,True
2014,41000,1,False,False,False,False,True,True,False,False,False,True
2016,51000,1,False,True,False,False,False,True,False,False,False,True
2014,30000,1,False,False,False,False,True,False,True,False,False,True
2014,80000,1,False,True,False,False,False,True,False,False,False,True
2013,44000,1,False,False,False,False,True,True,False,False,False,True
2015,10000,1,False,False,False,False,True,False,True,False,False,True
2016,33000,1,False,False,False,False,True,True,False,False,False,True
2010,25000,1,False,False,False,False,True,False,True,False,False,True
2014,66000,1,False,False,False,False,True,True,False,False,False,True
2009,48000,1,False,False,False,False,True,False,True,False,False,True
2016,146000,1,False,True,False,False,False,True,False,False,False,True
2013,100000,4,False,True,False,False,False,False,True,False,False,True
2012,50000,2,False,True,False,False,False,False,True,False,True,False
2014,50000,1,False,False,False,False,True,False,True,False,False,True
2016,50000,1,False,True,False,False,False,False,True,False,False,True
2012,99000,1,False,True,False,False,False,True,False,False,False,True
2016,50000,1,False,True,False,False,False,False,True,False,False,True
2014,80000,1,False,True,False,False,False,False,True,False,True,False
2016,45000,2,False,False,False,False,True,False,True,False,False,True
2010,50000,2,False,False,False,False,True,False,True,False,False,True
2008,70000,3,False,False,False,False,True,False,True,False,False,True
2014,37516,1,False,True,False,False,False,False,True,False,False,True
2015,20000,1,False,True,False,False,False,False,True,False,False,True
2009,50000,1,False,True,False,False,False,False,True,False,False,True
2014,40000,1,False,False,False,False,True,False,True,False,False,True
2009,100000,3,False,True,False,False,False,False,True,False,False,True
2009,80000,2,False,False,False,False,True,False,True,False,False,True
2012,110000,1,False,True,False,False,False,False,True,False,False,True
2009,136000,2,False,True,False,False,False,False,True,False,False,True
2012,80000,1,False,True,False,False,False,False,True,False,False,True
2009,50000,2,False,False,False,False,True,False,True,False,False,True
2008,30000,1,False,False,False,False,True,False,True,False,False,True
2012,10000,1,False,False,False,False,True,False,True,False,False,True
2009,90000,4,False,True,False,False,False,False,True,False,False,True
2015,110000,1,False,True,False,False,False,False,True,False,False,True
2012,120000,2,False,True,False,False,False,False,True,False,False,True
2014,90000,3,False,True,False,False,False,False,True,False,False,True
2016,20000,1,False,False,False,False,True,False,True,False,False,True
2011,90000,2,False,True,False,False,False,False,True,False,False,True
2010,50000,2,False,False,False,False,True,False,True,False,False,True
2011,70000,2,False,False,False,False,True,False,True,False,False,True
2009,90000,4,False,True,False,False,False,False,True,False,False,True
2011,60000,2,False,True,False,False,False,False,True,False,False,True
2013,70000,1,False,False,False,False,True,False,True,False,False,True
2014,25000,1,False,False,False,False,True,False,True,False,False,True
2003,80000,3,False,False,False,False,True,False,True,False,False,True
2011,70000,3,False,False,False,False,True,False,True,False,True,False
2016,80000,1,False,True,False,False,False,False,True,False,False,True
2015,70000,3,False,True,False,False,False,False,True,False,False,True
1999,2020,2,False,True,False,False,False,False,True,False,False,True
2007,100000,2,False,True,False,False,False,False,True,False,False,True
2013,80000,2,False,True,False,False,False,False,True,False,False,True
2011,120000,2,False,True,False,False,False,False,True,False,False,True
2006,100000,3,False,False,False,False,True,False,True,False,False,True
2010,60000,3,False,False,False,False,True,False,True,False,False,True
2010,110000,1,False,False,False,False,True,False,True,False,False,True
2014,90000,2,False,True,False,False,False,False,True,False,False,True
2012,40000,1,False,True,False,False,False,False,True,False,False,True
2009,60000,2,False,False,False,False,True,False,True,False,False,True
2013,94000,2,False,True,False,False,False,False,True,False,False,True
2008,100000,1,False,False,False,False,True,False,True,False,False,True
2007,90000,1,False,False,False,False,True,False,True,False,False,True
2016,40000,1,False,True,False,False,False,False,True,False,False,True
2010,90000,2,True,False,False,False,False,False,True,False,False,True
2011,70000,3,False,True,False,False,False,False,True,False,False,True
2005,120000,1,False,True,False,False,False,False,True,False,False,True
2000,88500,4,False,False,False,False,True,False,True,False,False,True
2016,70000,2,False,False,False,False,True,False,True,False,False,True
2010,128000,1,False,False,False,False,True,False,True,False,False,True
2012,120000,1,False,True,False,False,False,False,True,False,False,True
2009,52536,1,False,False,False,False,True,False,True,False,False,True
2006,70000,1,False,False,False,False,True,False,True,False,True,False
2015,60000,1,False,True,False,False,False,False,True,False,False,True
2016,110000,1,False,True,False,False,False,False,True,False,False,True
2008,85000,1,False,False,False,False,True,False,True,False,False,True
2010,135000,1,False,True,False,False,False,False,True,False,False,True
2012,86000,4,False,True,False,False,False,False,True,False,False,True
2010,50000,1,False,False,False,False,True,False,True,False,False,True
2005,118400,1,False,False,False,False,True,False,True,False,False,True
2007,70000,2,False,False,False,False,True,False,True,False,False,True
2012,60000,2,False,False,False,False,True,False,True,False,False,True
2015,68000,1,False,True,False,False,False,False,True,False,False,True
2015,28217,1,False,False,False,False,True,False,False,True,False,True
2016,72787,1,False,True,False,False,False,False,False,True,False,True
2015,58692,1,False,True,False,False,False,False,False,True,False,True
2015,54784,1,False,True,False,False,False,False,False,True,False,True
2016,64156,1,False,False,False,False,True,False,False,True,False,True
2007,54000,1,False,False,False,False,True,False,True,False,False,True
2012,97000,1,False,True,False,False,False,False,True,False,False,True
2009,120000,2,False,False,False,False,True,False,True,False,True,False
2016,52000,1,False,False,False,False,True,True,False,False,False,True
2010,110000,4,False,True,False,False,False,False,True,False,False,True
2016,60000,2,False,True,False,False,False,False,True,False,True,False
2005,100000,3,False,False,False,False,True,False,True,False,False,True
2005,20000,2,False,False,False,False,True,False,True,False,False,True
2005,40000,2,False,False,False,False,True,False,True,False,False,True
2013,60000,1,False,False,False,False,True,False,True,False,False,True
2012,70000,2,False,False,False,False,True,False,True,False,False,True
2009,120000,1,False,True,False,False,False,False,True,False,False,True
2016,30000,1,False,False,False,False,True,False,True,False,False,True
2012,80000,2,False,True,False,False,False,False,True,False,False,True
