date,min_temperature_c,max_temperature_c,rainfall_mm,evaporation_mm,sunshine_hours,max_wind_speed_kmh,max_pressure_hpa,rain_today
2020-05-24,13.9,17.4,0.4,2.8,0.2,76.0,1011.8,1
2020-05-25,13.5,15.6,0.0,5.4,0.0,63.0,1017.2,0
2020-05-26,13.5,20.1,47.0,2.6,3.5,46.0,1022.5,1
2020-05-27,11.7,20.5,6.2,3.4,6.3,26.0,1022.9,1
2020-05-28,11.3,22.8,0.0,2.2,8.2,26.0,1021.8,0
2020-05-29,11.8,15.9,0.0,2.6,0.0,26.0,1027.4,0
2020-05-30,10.9,19.7,6.0,0.2,7.9,28.0,1027.9,1
2020-05-31,12.5,22.6,0.0,3.2,4.0,39.0,1019.1,0
2020-06-01,14.5,22.6,0.2,2.8,7.6,61.0,1009.9,1
2020-06-02,8.0,15.1,3.8,6.8,0.8,56.0,1014.5,1
2020-06-03,8.3,19.5,0.0,2.0,9.4,44.0,1023.8,0
2020-06-04,10.4,17.5,0.0,3.8,6.0,37.0,1032.9,0
2020-06-05,7.2,19.2,0.0,2.4,9.8,24.0,1030.6,0
2020-06-06,7.5,18.9,0.0,2.4,9.8,28.0,1026.2,0
2020-06-07,8.3,16.5,0.0,2.6,1.9,33.0,1023.5,0
2020-06-08,9.1,17.9,17.8,2.0,6.8,43.0,1028.5,1
2020-06-09,10.6,20.0,4.6,3.4,4.8,26.0,1033.2,1
2020-06-10,11.9,16.4,5.0,1.0,0.0,37.0,1030.0,1
2020-06-11,13.5,21.5,5.8,1.4,7.5,41.0,1023.9,1
2020-06-12,12.2,16.3,0.0,2.0,0.3,28.0,1026.4,0
2020-06-13,11.2,18.8,5.4,2.0,4.3,22.0,1023.6,1
2020-06-14,12.7,21.8,9.6,0.8,6.3,41.0,1014.3,1
2020-06-15,9.0,20.3,0.0,3.0,9.8,30.0,1023.7,0
2020-06-16,11.0,21.2,0.0,3.2,9.3,30.0,1024.4,0
2020-06-17,11.3,17.4,0.0,3.4,1.5,39.0,1032.6,0
2020-06-18,12.0,18.5,2.4,1.2,4.7,30.0,1038.4,1
2020-06-19,9.3,19.2,0.0,4.0,8.7,24.0,1032.7,0
2020-06-20,9.0,21.6,0.2,2.8,6.8,24.0,1025.0,1
2020-06-21,9.4,19.4,4.4,1.4,5.0,43.0,1014.3,1
2020-06-22,9.4,16.9,0.6,2.0,4.3,39.0,1010.6,1
2020-06-23,8.0,16.6,0.0,2.0,8.6,44.0,1012.4,0
2020-06-24,8.0,18.6,0.0,3.6,5.4,43.0,1014.5,0
2020-06-25,9.9,19.3,0.0,2.2,9.3,41.0,1019.9,0
2020-06-26,9.2,19.6,0.0,3.0,8.7,33.0,1024.1,0
2020-06-27,9.4,16.8,1.2,2.6,2.7,33.0,1028.1,1
2020-06-28,8.9,16.3,0.2,2.4,2.0,41.0,1028.4,1
2020-06-29,9.4,16.5,6.8,2.6,1.7,26.0,1028.4,1
2020-06-30,8.5,17.7,1.2,0.8,8.0,24.0,1026.9,1
