age,workclass,education_num,marital_status,occupation,relationship,sex,hours_per_week,income
32,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,60,<=50K
57,Private,9,Widowed,Transport_moving,Unmarried,Male,42,>50K
62,Private,9,Widowed,Other_service,Not_in_family,Female,40,<=50K
39,Private,9,Separated,Machine_op_inspct,Unmarried,Female,24,<=50K
43,Private,10,Never_married,Adm_clerical,Not_in_family,Male,25,<=50K
24,Self_emp_inc,13,Never_married,Sales,Own_child,Male,40,<=50K
53,Private,10,Married_civ_spouse,Adm_clerical,Wife,Female,40,>50K
26,Private,10,Never_married,Handlers_cleaners,Own_child,Male,40,<=50K
73,Self_emp_not_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
55,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
25,Private,9,Divorced,Adm_clerical,Not_in_family,Male,40,<=50K
41,Private,13,Divorced,Prof_specialty,Not_in_family,Female,50,>50K
24,Private,13,Never_married,Exec_managerial,Not_in_family,Male,50,<=50K
63,Private,9,Widowed,Farming_fishing,Not_in_family,Male,6,<=50K
17,Private,7,Never_married,Sales,Own_child,Male,20,<=50K
35,Private,10,Married_civ_spouse,Craft_repair,Husband,Male,50,<=50K
51,Private,10,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
62,Local_gov,13,Widowed,Prof_specialty,Not_in_family,Female,48,<=50K
55,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
43,Private,10,Divorced,Prof_specialty,Not_in_family,Male,40,<=50K
40,Local_gov,9,Divorced,Other_service,Not_in_family,Female,50,<=50K
37,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
39,Private,13,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
31,Private,9,Never_married,Craft_repair,Own_child,Male,18,<=50K
61,Private,14,Widowed,Prof_specialty,Not_in_family,Female,40,>50K
26,Private,11,Divorced,Adm_clerical,Not_in_family,Female,55,<=50K
46,Self_emp_not_inc,9,Married_civ_spouse,Sales,Husband,Male,50,<=50K
26,Private,13,Never_married,Prof_specialty,Not_in_family,Female,40,<=50K
48,State_gov,16,Divorced,Prof_specialty,Own_child,Male,50,>50K
34,Private,9,Never_married,Transport_moving,Own_child,Male,40,<=50K
34,Local_gov,9,Never_married,Adm_clerical,Own_child,Female,40,<=50K
59,Private,9,Married_civ_spouse,Other_service,Husband,Male,40,>50K
34,Private,13,Never_married,Prof_specialty,Own_child,Female,40,<=50K
49,Private,13,Never_married,Exec_managerial,Not_in_family,Female,56,>50K
18,Private,7,Never_married,Adm_clerical,Own_child,Female,20,<=50K
43,Private,9,Married_civ_spouse,Farming_fishing,Husband,Male,40,<=50K
48,Private,7,Married_civ_spouse,Exec_managerial,Husband,Male,50,<=50K
28,Self_emp_inc,10,Married_civ_spouse,Exec_managerial,Husband,Male,70,<=50K
33,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
24,Private,10,Never_married,Sales,Not_in_family,Female,15,<=50K
21,Private,6,Never_married,Handlers_cleaners,Not_in_family,Male,40,<=50K
17,Private,7,Never_married,Sales,Own_child,Male,28,<=50K
39,Private,10,Married_civ_spouse,Farming_fishing,Husband,Male,50,>50K
29,Self_emp_not_inc,13,Separated,Prof_specialty,Own_child,Male,40,<=50K
44,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
24,Private,10,Never_married,Transport_moving,Own_child,Male,50,<=50K
71,Self_emp_not_inc,14,Married_civ_spouse,Sales,Husband,Male,40,>50K
51,Self_emp_not_inc,13,Married_civ_spouse,Sales,Husband,Male,40,>50K
55,Private,3,Divorced,Other_service,Unmarried,Male,25,<=50K
41,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
23,Private,9,Never_married,Handlers_cleaners,Unmarried,Female,7,<=50K
38,Private,11,Divorced,Adm_clerical,Unmarried,Female,40,<=50K
39,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,40,>50K
19,Private,9,Never_married,Adm_clerical,Not_in_family,Female,30,<=50K
49,Private,5,Divorced,Machine_op_inspct,Not_in_family,Female,40,<=50K
32,Private,13,Married_civ_spouse,Adm_clerical,Other_relative,Male,40,>50K
27,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,70,<=50K
38,Private,13,Married_civ_spouse,Sales,Husband,Male,50,>50K
33,Private,10,Married_civ_spouse,Craft_repair,Wife,Female,60,<=50K
23,Private,13,Never_married,Exec_managerial,Own_child,Male,28,<=50K
33,Self_emp_inc,10,Married_civ_spouse,Craft_repair,Husband,Male,60,<=50K
54,Self_emp_not_inc,9,Married_civ_spouse,Sales,Husband,Male,40,<=50K
29,Private,11,Divorced,Tech_support,Not_in_family,Female,45,<=50K
35,Self_emp_not_inc,13,Never_married,Exec_managerial,Not_in_family,Male,40,<=50K
28,Private,11,Married_civ_spouse,Adm_clerical,Wife,Female,40,<=50K
37,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
42,Self_emp_not_inc,15,Married_civ_spouse,Farming_fishing,Husband,Male,65,>50K
40,Private,14,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
47,Private,10,Divorced,Sales,Own_child,Male,55,<=50K
22,Private,13,Never_married,Exec_managerial,Own_child,Female,50,<=50K
30,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
28,Private,9,Married_civ_spouse,Tech_support,Husband,Male,40,<=50K
63,Local_gov,4,Married_civ_spouse,Other_service,Husband,Male,55,<=50K
51,Self_emp_not_inc,5,Married_civ_spouse,Craft_repair,Husband,Male,20,<=50K
22,Private,9,Never_married,Handlers_cleaners,Own_child,Female,40,<=50K
35,Private,9,Never_married,Sales,Not_in_family,Male,45,<=50K
46,Private,9,Divorced,Machine_op_inspct,Not_in_family,Female,38,<=50K
37,Private,10,Divorced,Machine_op_inspct,Not_in_family,Male,52,<=50K
24,Private,13,Never_married,Prof_specialty,Own_child,Male,15,<=50K
37,Self_emp_not_inc,9,Divorced,Handlers_cleaners,Own_child,Male,10,<=50K
53,Private,10,Married_civ_spouse,Tech_support,Husband,Male,40,<=50K
27,Private,9,Never_married,Sales,Not_in_family,Male,30,<=50K
38,Private,10,Divorced,Craft_repair,Not_in_family,Male,44,<=50K
53,Self_emp_not_inc,6,Married_civ_spouse,Farming_fishing,Husband,Male,60,<=50K
34,Private,10,Never_married,Craft_repair,Not_in_family,Male,40,<=50K
23,Private,9,Never_married,Sales,Own_child,Male,40,<=50K
39,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
43,Private,14,Married_civ_spouse,Prof_specialty,Wife,Female,50,<=50K
67,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
81,Self_emp_not_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,30,<=50K
21,Private,10,Never_married,Other_service,Own_child,Male,20,<=50K
23,Private,10,Never_married,Sales,Not_in_family,Male,25,<=50K
25,Private,10,Never_married,Transport_moving,Unmarried,Male,40,<=50K
42,Private,3,Married_civ_spouse,Machine_op_inspct,Wife,Female,38,<=50K
38,Private,10,Married_civ_spouse,Adm_clerical,Wife,Female,40,<=50K
32,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
37,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
51,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
22,Private,10,Never_married,Sales,Not_in_family,Female,42,<=50K
33,Private,2,Married_spouse_absent,Priv_house_serv,Not_in_family,Female,40,<=50K
42,Private,9,Divorced,Machine_op_inspct,Not_in_family,Male,55,<=50K
51,Local_gov,1,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
23,Private,9,Married_civ_spouse,Adm_clerical,Wife,Female,40,<=50K
37,Private,7,Married_civ_spouse,Machine_op_inspct,Husband,Male,44,>50K
37,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,99,>50K
47,Private,14,Never_married,Prof_specialty,Not_in_family,Female,25,<=50K
41,Private,15,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
33,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,30,<=50K
31,Private,13,Never_married,Sales,Not_in_family,Male,40,>50K
31,Private,12,Divorced,Other_service,Unmarried,Female,40,<=50K
35,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
38,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
18,Private,9,Never_married,Other_service,Not_in_family,Female,45,<=50K
20,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
54,Local_gov,10,Divorced,Exec_managerial,Unmarried,Female,35,<=50K
40,Private,10,Divorced,Adm_clerical,Unmarried,Female,40,<=50K
36,Self_emp_inc,13,Married_civ_spouse,Exec_managerial,Wife,Female,45,>50K
43,Private,10,Divorced,Craft_repair,Unmarried,Male,35,<=50K
44,Self_emp_not_inc,10,Divorced,Farming_fishing,Unmarried,Male,40,<=50K
44,State_gov,9,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
43,Private,14,Married_civ_spouse,Exec_managerial,Husband,Male,43,>50K
51,Private,4,Widowed,Other_service,Unmarried,Female,40,<=50K
18,Private,9,Never_married,Other_service,Own_child,Female,20,<=50K
51,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
41,Private,6,Married_civ_spouse,Craft_repair,Husband,Male,30,<=50K
44,Self_emp_inc,10,Married_civ_spouse,Sales,Husband,Male,70,>50K
33,Local_gov,6,Divorced,Transport_moving,Not_in_family,Male,40,<=50K
33,Self_emp_not_inc,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
42,Private,12,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
25,Private,10,Married_civ_spouse,Prof_specialty,Husband,Male,45,<=50K
32,Private,9,Divorced,Machine_op_inspct,Not_in_family,Female,38,<=50K
32,Private,13,Married_civ_spouse,Craft_repair,Husband,Male,70,<=50K
36,Private,6,Divorced,Exec_managerial,Unmarried,Female,40,<=50K
28,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
20,Private,9,Never_married,Other_service,Own_child,Female,20,<=50K
35,Self_emp_inc,10,Married_civ_spouse,Sales,Husband,Male,60,>50K
55,Self_emp_not_inc,9,Married_civ_spouse,Craft_repair,Husband,Male,20,<=50K
48,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
34,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,35,>50K
28,Private,13,Never_married,Tech_support,Not_in_family,Female,35,<=50K
67,Private,13,Widowed,Exec_managerial,Not_in_family,Male,40,>50K
37,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
44,Private,9,Never_married,Transport_moving,Unmarried,Male,70,<=50K
25,Private,10,Never_married,Sales,Not_in_family,Female,40,<=50K
21,Private,10,Never_married,Exec_managerial,Not_in_family,Female,40,<=50K
40,State_gov,14,Married_civ_spouse,Prof_specialty,Husband,Male,35,>50K
78,Private,9,Widowed,Other_service,Not_in_family,Female,40,<=50K
34,Private,9,Divorced,Handlers_cleaners,Own_child,Male,40,<=50K
49,Private,9,Never_married,Adm_clerical,Not_in_family,Female,44,<=50K
22,Private,12,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
60,Self_emp_not_inc,9,Never_married,Farming_fishing,Unmarried,Male,42,<=50K
45,Local_gov,9,Widowed,Protective_serv,Not_in_family,Male,40,>50K
63,Private,11,Divorced,Other_service,Not_in_family,Female,20,<=50K
41,Private,9,Never_married,Craft_repair,Own_child,Female,35,<=50K
47,Private,9,Divorced,Adm_clerical,Unmarried,Female,40,<=50K
44,Private,9,Divorced,Craft_repair,Unmarried,Male,40,<=50K
51,Private,10,Widowed,Prof_specialty,Not_in_family,Female,40,<=50K
46,Private,13,Never_married,Sales,Not_in_family,Male,40,<=50K
41,Private,11,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
50,Self_emp_not_inc,9,Married_civ_spouse,Craft_repair,Husband,Male,30,<=50K
47,Private,9,Married_civ_spouse,Adm_clerical,Husband,Male,50,>50K
35,Private,9,Never_married,Exec_managerial,Not_in_family,Male,45,<=50K
56,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,55,>50K
45,Private,14,Divorced,Prof_specialty,Not_in_family,Male,45,<=50K
48,Federal_gov,13,Divorced,Exec_managerial,Unmarried,Male,58,>50K
40,Private,10,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
39,Self_emp_inc,13,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
20,Private,10,Never_married,Other_service,Own_child,Male,40,<=50K
50,Private,16,Married_civ_spouse,Prof_specialty,Husband,Male,65,>50K
38,State_gov,9,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
23,Local_gov,13,Never_married,Prof_specialty,Own_child,Female,60,<=50K
31,Private,9,Never_married,Other_service,Own_child,Male,16,<=50K
58,Private,13,Married_civ_spouse,Adm_clerical,Husband,Male,40,<=50K
66,Private,9,Separated,Machine_op_inspct,Not_in_family,Male,40,<=50K
39,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
54,Self_emp_not_inc,9,Married_civ_spouse,Craft_repair,Husband,Male,52,>50K
26,Private,10,Married_civ_spouse,Sales,Husband,Male,50,<=50K
51,Private,9,Divorced,Machine_op_inspct,Not_in_family,Female,40,<=50K
34,Private,11,Never_married,Transport_moving,Own_child,Male,40,<=50K
50,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,>50K
42,Private,10,Married_civ_spouse,Prof_specialty,Husband,Male,44,>50K
38,Private,14,Married_civ_spouse,Prof_specialty,Husband,Male,25,<=50K
48,Private,4,Married_civ_spouse,Handlers_cleaners,Husband,Male,40,<=50K
33,Private,11,Married_civ_spouse,Tech_support,Wife,Female,40,>50K
51,Private,9,Widowed,Other_service,Unmarried,Female,32,<=50K
22,Private,9,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
41,Private,10,Never_married,Craft_repair,Not_in_family,Male,50,<=50K
48,Local_gov,14,Married_civ_spouse,Prof_specialty,Husband,Male,35,>50K
42,Private,9,Separated,Sales,Not_in_family,Female,30,<=50K
34,Private,10,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
23,Private,9,Never_married,Machine_op_inspct,Unmarried,Female,40,<=50K
56,Private,9,Married_civ_spouse,Other_service,Husband,Male,50,<=50K
30,Private,13,Never_married,Prof_specialty,Not_in_family,Male,45,<=50K
45,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,55,>50K
48,Private,6,Married_civ_spouse,Adm_clerical,Wife,Female,40,<=50K
48,Self_emp_inc,14,Married_spouse_absent,Sales,Not_in_family,Male,50,<=50K
31,Private,11,Never_married,Adm_clerical,Not_in_family,Female,40,<=50K
20,State_gov,12,Never_married,Other_service,Own_child,Male,20,<=50K
27,Private,10,Never_married,Sales,Not_in_family,Male,40,<=50K
32,Private,9,Never_married,Other_service,Not_in_family,Female,40,<=50K
66,Self_emp_inc,5,Married_civ_spouse,Exec_managerial,Husband,Male,1,<=50K
37,Private,9,Never_married,Other_service,Not_in_family,Male,75,<=50K
34,Private,9,Divorced,Priv_house_serv,Unmarried,Female,30,<=50K
90,Private,9,Never_married,Other_service,Not_in_family,Female,40,<=50K
23,Private,10,Never_married,Machine_op_inspct,Own_child,Female,40,<=50K
43,Private,10,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
44,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,60,>50K
24,Private,10,Never_married,Tech_support,Not_in_family,Female,37,<=50K
28,Private,15,Divorced,Prof_specialty,Unmarried,Male,55,<=50K
23,Private,10,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
20,Private,10,Never_married,Sales,Not_in_family,Female,50,<=50K
36,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
61,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
53,Self_emp_not_inc,13,Married_civ_spouse,Sales,Husband,Male,40,>50K
30,Private,13,Married_civ_spouse,Adm_clerical,Husband,Male,40,>50K
52,Self_emp_not_inc,10,Married_civ_spouse,Sales,Husband,Male,55,>50K
38,Private,10,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
32,Private,13,Married_civ_spouse,Sales,Husband,Male,40,<=50K
30,Self_emp_not_inc,8,Married_civ_spouse,Transport_moving,Husband,Male,75,<=50K
41,Private,11,Divorced,Craft_repair,Not_in_family,Female,40,<=50K
49,Local_gov,14,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
45,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,47,>50K
43,Self_emp_not_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,35,<=50K
61,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
54,Private,9,Married_civ_spouse,Other_service,Husband,Male,32,<=50K
34,Private,12,Separated,Other_service,Unmarried,Female,40,<=50K
49,Private,10,Married_civ_spouse,Sales,Husband,Male,80,>50K
38,Private,10,Never_married,Other_service,Own_child,Male,40,<=50K
35,Private,15,Married_civ_spouse,Prof_specialty,Husband,Male,80,>50K
36,Private,8,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
30,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,50,<=50K
36,Private,12,Divorced,Tech_support,Not_in_family,Female,60,<=50K
22,Local_gov,13,Never_married,Prof_specialty,Own_child,Female,20,<=50K
38,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
37,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,50,>50K
48,State_gov,16,Married_civ_spouse,Prof_specialty,Wife,Female,46,>50K
17,Private,7,Never_married,Adm_clerical,Own_child,Male,15,<=50K
19,Self_emp_not_inc,10,Never_married,Craft_repair,Own_child,Male,20,<=50K
27,Private,13,Never_married,Sales,Not_in_family,Female,40,<=50K
22,Private,13,Never_married,Sales,Own_child,Male,50,<=50K
49,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
43,State_gov,11,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
43,Private,13,Separated,Prof_specialty,Unmarried,Female,40,<=50K
19,Local_gov,9,Divorced,Exec_managerial,Not_in_family,Female,35,<=50K
58,Self_emp_not_inc,9,Married_civ_spouse,Farming_fishing,Husband,Male,60,<=50K
41,Local_gov,10,Married_civ_spouse,Protective_serv,Husband,Male,40,>50K
31,Private,10,Married_civ_spouse,Adm_clerical,Husband,Male,40,<=50K
30,Private,11,Married_civ_spouse,Transport_moving,Husband,Male,40,<=50K
32,Private,9,Married_civ_spouse,Protective_serv,Husband,Male,40,<=50K
29,Private,13,Never_married,Exec_managerial,Not_in_family,Male,35,<=50K
42,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,52,>50K
38,Private,9,Divorced,Craft_repair,Own_child,Male,28,<=50K
41,Federal_gov,12,Married_civ_spouse,Prof_specialty,Husband,Male,40,>50K
44,Self_emp_not_inc,13,Never_married,Sales,Not_in_family,Male,50,>50K
31,Private,16,Married_spouse_absent,Prof_specialty,Not_in_family,Male,60,<=50K
34,Private,9,Divorced,Craft_repair,Not_in_family,Male,40,<=50K
21,Private,10,Never_married,Adm_clerical,Own_child,Male,40,<=50K
22,Self_emp_not_inc,13,Never_married,Prof_specialty,Own_child,Male,20,<=50K
62,Private,6,Married_civ_spouse,Machine_op_inspct,Husband,Male,40,<=50K
29,Self_emp_inc,9,Married_civ_spouse,Sales,Wife,Female,25,>50K
43,Private,10,Divorced,Prof_specialty,Unmarried,Female,40,<=50K
45,Self_emp_inc,13,Married_civ_spouse,Machine_op_inspct,Husband,Male,60,>50K
39,Self_emp_inc,5,Married_civ_spouse,Exec_managerial,Husband,Male,40,<=50K
41,Private,13,Married_civ_spouse,Exec_managerial,Husband,Male,50,<=50K
34,Self_emp_not_inc,12,Married_civ_spouse,Prof_specialty,Wife,Female,25,>50K
34,Local_gov,9,Divorced,Adm_clerical,Unmarried,Female,33,<=50K
31,Private,13,Never_married,Prof_specialty,Not_in_family,Male,47,<=50K
29,Private,9,Never_married,Handlers_cleaners,Own_child,Male,25,<=50K
41,Private,13,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
41,Private,11,Married_civ_spouse,Transport_moving,Husband,Male,55,<=50K
35,Self_emp_inc,14,Married_civ_spouse,Sales,Husband,Male,45,>50K
33,Private,13,Married_civ_spouse,Sales,Wife,Female,45,>50K
37,State_gov,13,Never_married,Adm_clerical,Not_in_family,Male,38,<=50K
69,Private,9,Married_civ_spouse,Sales,Wife,Female,40,<=50K
34,Private,9,Divorced,Handlers_cleaners,Own_child,Female,40,<=50K
60,Self_emp_inc,11,Married_civ_spouse,Machine_op_inspct,Husband,Male,70,>50K
36,Private,10,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
41,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,50,<=50K
58,Local_gov,13,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
53,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
29,Private,10,Married_civ_spouse,Tech_support,Husband,Male,40,<=50K
45,Federal_gov,9,Divorced,Tech_support,Not_in_family,Female,40,<=50K
34,State_gov,10,Married_civ_spouse,Exec_managerial,Husband,Male,38,<=50K
36,Private,13,Married_civ_spouse,Tech_support,Husband,Male,40,<=50K
48,Private,10,Divorced,Other_service,Unmarried,Female,35,<=50K
20,Private,11,Never_married,Adm_clerical,Own_child,Female,40,<=50K
35,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,50,>50K
63,Federal_gov,9,Widowed,Handlers_cleaners,Not_in_family,Male,40,<=50K
41,Self_emp_not_inc,10,Divorced,Other_service,Unmarried,Male,45,<=50K
28,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,45,<=50K
30,Private,10,Never_married,Machine_op_inspct,Not_in_family,Female,40,<=50K
31,Private,9,Never_married,Other_service,Unmarried,Female,40,<=50K
37,Private,11,Never_married,Adm_clerical,Own_child,Female,38,<=50K
31,Private,10,Married_civ_spouse,Exec_managerial,Husband,Male,50,>50K
46,Self_emp_not_inc,14,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
35,Federal_gov,9,Married_civ_spouse,Adm_clerical,Husband,Male,60,>50K
27,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,53,<=50K
41,Private,2,Married_civ_spouse,Craft_repair,Husband,Male,35,<=50K
19,Private,10,Never_married,Other_service,Own_child,Female,20,<=50K
20,Private,10,Never_married,Sales,Not_in_family,Male,45,<=50K
59,Federal_gov,9,Widowed,Sales,Unmarried,Female,40,<=50K
40,Private,13,Never_married,Other_service,Not_in_family,Male,37,<=50K
56,Self_emp_not_inc,10,Married_civ_spouse,Sales,Husband,Male,60,<=50K
33,Private,14,Married_civ_spouse,Prof_specialty,Husband,Male,44,>50K
30,Self_emp_inc,10,Never_married,Exec_managerial,Not_in_family,Female,60,<=50K
46,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,50,<=50K
61,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,35,>50K
50,Self_emp_inc,9,Married_civ_spouse,Exec_managerial,Husband,Male,40,>50K
25,Private,9,Never_married,Other_service,Own_child,Male,30,<=50K
40,Private,10,Divorced,Adm_clerical,Unmarried,Female,39,<=50K
51,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,54,<=50K
43,State_gov,9,Married_civ_spouse,Protective_serv,Husband,Male,40,<=50K
34,Private,10,Married_civ_spouse,Farming_fishing,Husband,Male,54,<=50K
46,Private,9,Married_civ_spouse,Exec_managerial,Husband,Male,45,>50K
28,State_gov,14,Married_civ_spouse,Prof_specialty,Wife,Female,50,>50K
26,Private,13,Never_married,Transport_moving,Unmarried,Male,40,<=50K
20,Private,9,Never_married,Handlers_cleaners,Own_child,Male,28,<=50K
44,Private,11,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
51,Private,9,Widowed,Transport_moving,Unmarried,Male,40,<=50K
33,Private,13,Married_civ_spouse,Sales,Husband,Male,60,>50K
54,Private,12,Married_civ_spouse,Tech_support,Husband,Male,40,>50K
50,Private,13,Married_civ_spouse,Prof_specialty,Wife,Female,40,>50K
33,Private,9,Divorced,Adm_clerical,Not_in_family,Female,40,<=50K
65,Private,13,Married_civ_spouse,Adm_clerical,Husband,Male,20,>50K
88,Self_emp_not_inc,15,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
40,Private,9,Divorced,Transport_moving,Not_in_family,Male,40,<=50K
51,Private,9,Divorced,Adm_clerical,Not_in_family,Female,43,<=50K
50,Private,7,Divorced,Other_service,Not_in_family,Female,40,<=50K
25,Private,14,Married_civ_spouse,Farming_fishing,Not_in_family,Male,99,>50K
20,Private,11,Never_married,Other_service,Not_in_family,Male,30,<=50K
47,Private,9,Married_civ_spouse,Other_service,Husband,Male,40,<=50K
22,Private,11,Never_married,Adm_clerical,Own_child,Female,30,<=50K
50,State_gov,9,Married_civ_spouse,Prof_specialty,Husband,Male,48,>50K
47,Private,9,Never_married,Adm_clerical,Unmarried,Female,40,<=50K
24,Local_gov,7,Never_married,Other_service,Not_in_family,Male,45,<=50K
40,Private,13,Divorced,Exec_managerial,Not_in_family,Female,45,>50K
36,Private,13,Married_civ_spouse,Prof_specialty,Husband,Male,40,<=50K
32,Private,9,Married_civ_spouse,Adm_clerical,Husband,Male,40,<=50K
44,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
59,Federal_gov,10,Never_married,Exec_managerial,Own_child,Female,40,<=50K
65,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,30,<=50K
24,State_gov,13,Never_married,Adm_clerical,Not_in_family,Female,65,<=50K
27,Local_gov,13,Never_married,Prof_specialty,Own_child,Male,35,<=50K
51,Private,11,Divorced,Other_service,Not_in_family,Male,40,<=50K
48,Private,10,Married_civ_spouse,Craft_repair,Husband,Male,40,>50K
39,Private,9,Married_civ_spouse,Transport_moving,Husband,Male,60,<=50K
28,Private,13,Married_civ_spouse,Tech_support,Husband,Male,40,<=50K
19,Private,10,Never_married,Other_service,Own_child,Female,25,<=50K
49,Local_gov,13,Divorced,Prof_specialty,Not_in_family,Female,40,<=50K
51,Local_gov,12,Married_civ_spouse,Prof_specialty,Husband,Male,60,<=50K
59,Private,14,Married_civ_spouse,Prof_specialty,Husband,Male,55,<=50K
18,Private,9,Never_married,Machine_op_inspct,Own_child,Female,40,<=50K
50,Private,9,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
45,Federal_gov,9,Married_civ_spouse,Adm_clerical,Husband,Male,80,>50K
30,Local_gov,13,Married_civ_spouse,Prof_specialty,Husband,Male,50,>50K
37,Private,13,Divorced,Craft_repair,Not_in_family,Male,35,<=50K
44,Private,13,Never_married,Other_service,Not_in_family,Male,40,>50K
33,Private,10,Married_civ_spouse,Craft_repair,Husband,Male,40,<=50K
61,Self_emp_inc,14,Married_civ_spouse,Sales,Husband,Male,40,>50K
61,Local_gov,9,Married_civ_spouse,Protective_serv,Husband,Male,40,<=50K
38,Private,13,Married_civ_spouse,Sales,Husband,Male,42,>50K
36,Private,9,Married_civ_spouse,Machine_op_inspct,Husband,Male,45,<=50K
44,Self_emp_inc,10,Married_civ_spouse,Sales,Husband,Male,60,>50K
37,Private,10,Separated,Adm_clerical,Own_child,Male,62,<=50K
31,Private,10,Divorced,Craft_repair,Unmarried,Female,20,<=50K
54,Private,16,Married_civ_spouse,Prof_specialty,Husband,Male,45,>50K
20,Private,10,Never_married,Other_service,Own_child,Male,16,<=50K
