,passenger_id,survived,male,female,age,number_sibling_spouse,number_parent_children,fare,embarked_southampton,embarked_cherbourg,embarked_queenstown,ticket_class
429,430,1,1,0,32.0,0,0,8.05,1,0,0,3.0
430,431,1,1,0,28.0,0,0,26.55,1,0,0,1.0
431,432,1,0,1,32.0,1,0,16.1,1,0,0,3.0
432,433,1,0,1,42.0,1,0,26.0,1,0,0,2.0
433,434,0,1,0,17.0,0,0,7.125,1,0,0,3.0
434,435,0,1,0,50.0,1,0,55.9,1,0,0,1.0
435,436,1,0,1,13.0,1,2,120.0,1,0,0,1.0
436,437,0,0,1,20.0,2,2,34.375,1,0,0,3.0
437,438,1,0,1,23.0,2,3,18.75,1,0,0,2.0
438,439,0,1,0,64.0,1,4,263.0,1,0,0,1.0
439,440,0,1,0,31.0,0,0,10.5,1,0,0,2.0
440,441,1,0,1,48.0,1,1,26.25,1,0,0,2.0
441,442,0,1,0,19.0,0,0,9.5,1,0,0,3.0
442,443,0,1,0,25.0,1,0,7.775,1,0,0,3.0
443,444,1,0,1,28.0,0,0,13.0,1,0,0,2.0
444,445,1,1,0,29.0,0,0,8.1125,1,0,0,3.0
445,446,1,1,0,4.0,0,2,81.8583,1,0,0,1.0
446,447,1,0,1,13.0,0,1,19.5,1,0,0,2.0
447,448,1,1,0,34.0,0,0,26.55,1,0,0,1.0
448,449,1,0,1,5.0,2,1,19.2583,0,1,0,3.0
449,450,1,1,0,52.0,0,0,30.5,1,0,0,1.0
450,451,0,1,0,36.0,1,2,27.75,1,0,0,2.0
451,452,0,1,0,28.0,1,0,19.9667,1,0,0,3.0
452,453,0,1,0,30.0,0,0,27.75,0,1,0,1.0
453,454,1,1,0,47.0,1,0,89.1042,0,1,0,1.0
454,455,0,1,0,24.0,0,0,8.05,1,0,0,3.0
455,456,1,1,0,29.0,0,0,7.8958,0,1,0,3.0
456,457,0,1,0,65.0,0,0,26.55,1,0,0,1.0
457,458,1,0,1,31.0,1,0,51.8625,1,0,0,1.0
458,459,1,0,1,48.0,0,0,10.5,1,0,0,2.0
459,460,0,1,0,16.0,0,0,7.75,0,0,1,3.0
460,461,1,1,0,47.0,0,0,26.55,1,0,0,1.0
461,462,0,1,0,34.0,0,0,8.05,1,0,0,3.0
462,463,0,1,0,47.0,0,0,38.5,1,0,0,1.0
463,464,0,1,0,48.0,0,0,13.0,1,0,0,2.0
464,465,0,1,0,34.0,0,0,8.05,1,0,0,3.0
465,466,0,1,0,37.0,0,0,7.05,1,0,0,3.0
466,467,0,1,0,21.0,0,0,0.0,1,0,0,2.0
467,468,0,1,0,56.0,0,0,26.55,1,0,0,1.0
468,469,0,1,0,22.0,0,0,7.725,0,0,1,3.0
469,470,1,0,1,0.75,2,1,19.2583,0,1,0,3.0
470,471,0,1,0,39.0,0,0,7.25,1,0,0,3.0
471,472,0,1,0,38.0,0,0,8.6625,1,0,0,3.0
472,473,1,0,1,33.0,1,2,27.75,1,0,0,2.0
473,474,1,0,1,23.0,0,0,13.7917,0,1,0,2.0
474,475,0,0,1,22.0,0,0,9.8375,1,0,0,3.0
475,476,0,1,0,40.0,0,0,52.0,1,0,0,1.0
476,477,0,1,0,33.0,1,0,21.0,1,0,0,2.0
477,478,0,1,0,29.0,1,0,7.0458,1,0,0,3.0
478,479,0,1,0,22.0,0,0,7.5208,1,0,0,3.0
479,480,1,0,1,2.0,0,1,12.2875,1,0,0,3.0
480,481,0,1,0,10.0,5,2,46.9,1,0,0,3.0
481,482,0,1,0,37.0,0,0,0.0,1,0,0,2.0
482,483,0,1,0,50.0,0,0,8.05,1,0,0,3.0
483,484,1,0,1,63.0,0,0,9.5875,1,0,0,3.0
484,485,1,1,0,25.0,1,0,91.0792,0,1,0,1.0
485,486,0,0,1,8.0,3,1,25.4667,1,0,0,3.0
486,487,1,0,1,31.0,1,0,90.0,1,0,0,1.0
487,488,0,1,0,58.0,0,0,29.7,0,1,0,1.0
488,489,0,1,0,30.0,0,0,8.05,1,0,0,3.0
489,490,1,1,0,3.0,1,1,15.9,1,0,0,3.0
490,491,0,1,0,19.0,1,0,19.9667,1,0,0,3.0
491,492,0,1,0,21.0,0,0,7.25,1,0,0,3.0
492,493,0,1,0,55.0,0,0,30.5,1,0,0,1.0
493,494,0,1,0,71.0,0,0,49.5042,0,1,0,1.0
494,495,0,1,0,21.0,0,0,8.05,1,0,0,3.0
495,496,0,1,0,26.0,0,0,14.4583,0,1,0,3.0
496,497,1,0,1,54.0,1,0,78.2667,0,1,0,1.0
497,498,0,1,0,55.0,0,0,15.1,1,0,0,3.0
498,499,0,0,1,25.0,1,2,151.55,1,0,0,1.0
499,500,0,1,0,24.0,0,0,7.7958,1,0,0,3.0
500,501,0,1,0,17.0,0,0,8.6625,1,0,0,3.0
501,502,0,0,1,22.0,0,0,7.75,0,0,1,3.0
502,503,0,0,1,21.0,0,0,7.6292,0,0,1,3.0
503,504,0,0,1,37.0,0,0,9.5875,1,0,0,3.0
504,505,1,0,1,20.0,0,0,86.5,1,0,0,1.0
505,506,0,1,0,24.0,1,0,108.9,0,1,0,1.0
506,507,1,0,1,33.0,0,2,26.0,1,0,0,2.0
507,508,1,1,0,37.0,0,0,26.55,1,0,0,1.0
508,509,0,1,0,28.0,0,0,22.525,1,0,0,3.0
509,510,1,1,0,26.0,0,0,56.4958,1,0,0,3.0
510,511,1,1,0,29.0,0,0,7.75,0,0,1,3.0
511,512,0,1,0,66.0,0,0,8.05,1,0,0,3.0
512,513,1,1,0,35.0,0,0,26.2875,1,0,0,1.0
513,514,1,0,1,54.0,1,0,59.4,0,1,0,1.0
514,515,0,1,0,24.0,0,0,7.4958,1,0,0,3.0
515,516,0,1,0,48.0,0,0,34.0208,1,0,0,1.0
516,517,1,0,1,34.0,0,0,10.5,1,0,0,2.0
517,518,0,1,0,29.0,0,0,24.15,0,0,1,3.0
518,519,1,0,1,36.0,1,0,26.0,1,0,0,2.0
519,520,0,1,0,32.0,0,0,7.8958,1,0,0,3.0
520,521,1,0,1,33.0,0,0,93.5,1,0,0,1.0
521,522,0,1,0,21.0,0,0,7.8958,1,0,0,3.0
522,523,0,1,0,30.0,0,0,7.225,0,1,0,3.0
523,524,1,0,1,44.0,0,1,57.9792,0,1,0,1.0
524,525,0,1,0,18.0,0,0,7.2292,0,1,0,3.0
525,526,0,1,0,25.0,0,0,7.75,0,0,1,3.0
526,527,1,0,1,50.0,0,0,10.5,1,0,0,2.0
527,528,0,1,0,57.0,0,0,221.7792,1,0,0,1.0
528,529,0,1,0,39.0,0,0,7.925,1,0,0,3.0
529,530,0,1,0,23.0,2,1,11.5,1,0,0,2.0
530,531,1,0,1,2.0,1,1,26.0,1,0,0,2.0
531,532,0,1,0,17.0,0,0,7.2292,0,1,0,3.0
532,533,0,1,0,15.0,1,1,7.2292,0,1,0,3.0
533,534,1,0,1,24.0,0,2,22.3583,0,1,0,3.0
534,535,0,0,1,30.0,0,0,8.6625,1,0,0,3.0
535,536,1,0,1,7.0,0,2,26.25,1,0,0,2.0
536,537,0,1,0,46.0,0,0,26.55,1,0,0,1.0
537,538,1,0,1,27.0,0,0,106.425,0,1,0,1.0
538,539,0,1,0,69.0,0,0,14.5,1,0,0,3.0
539,540,1,0,1,22.0,0,2,49.5,0,1,0,1.0
540,541,1,0,1,39.0,0,2,71.0,1,0,0,1.0
541,542,0,0,1,9.0,4,2,31.275,1,0,0,3.0
542,543,0,0,1,11.0,4,2,31.275,1,0,0,3.0
543,544,1,1,0,32.0,1,0,26.0,1,0,0,2.0
544,545,0,1,0,50.0,1,0,106.425,0,1,0,1.0
545,546,0,1,0,64.0,0,0,26.0,1,0,0,1.0
546,547,1,0,1,19.0,1,0,26.0,1,0,0,2.0
547,548,1,1,0,26.0,0,0,13.8625,0,1,0,2.0
548,549,0,1,0,33.0,1,1,20.525,1,0,0,3.0
549,550,1,1,0,8.0,1,1,36.75,1,0,0,2.0
550,551,1,1,0,17.0,0,2,110.8833,0,1,0,1.0
551,552,0,1,0,27.0,0,0,26.0,1,0,0,2.0
552,553,0,1,0,21.0,0,0,7.8292,0,0,1,3.0
553,554,1,1,0,22.0,0,0,7.225,0,1,0,3.0
554,555,1,0,1,22.0,0,0,7.775,1,0,0,3.0
555,556,0,1,0,62.0,0,0,26.55,1,0,0,1.0
556,557,1,0,1,48.0,1,0,39.6,0,1,0,1.0
557,558,0,1,0,,0,0,227.525,0,1,0,
558,559,1,0,1,39.0,1,1,79.65,1,0,0,1.0
559,560,1,0,1,36.0,1,0,17.4,1,0,0,3.0
560,561,0,1,0,30.0,0,0,7.75,0,0,1,3.0
561,562,0,1,0,40.0,0,0,7.8958,1,0,0,3.0
562,563,0,1,0,28.0,0,0,13.5,1,0,0,2.0
563,564,0,1,0,39.0,0,0,8.05,1,0,0,3.0
564,565,0,0,1,63.0,0,0,8.05,1,0,0,3.0
565,566,0,1,0,24.0,2,0,24.15,1,0,0,3.0
566,567,0,1,0,19.0,0,0,7.8958,1,0,0,3.0
567,568,0,0,1,29.0,0,4,21.075,1,0,0,3.0
568,569,0,1,0,28.0,0,0,7.2292,0,1,0,3.0
569,570,1,1,0,32.0,0,0,7.8542,1,0,0,3.0
570,571,1,1,0,62.0,0,0,10.5,1,0,0,2.0
571,572,1,0,1,53.0,2,0,51.4792,1,0,0,1.0
572,573,1,1,0,36.0,0,0,26.3875,1,0,0,1.0
573,574,1,0,1,22.0,0,0,7.75,0,0,1,3.0
574,575,0,1,0,16.0,0,0,8.05,1,0,0,3.0
575,576,0,1,0,19.0,0,0,14.5,1,0,0,3.0
576,577,1,0,1,34.0,0,0,13.0,1,0,0,2.0
577,578,1,0,1,39.0,1,0,55.9,1,0,0,1.0
578,579,0,0,1,18.0,1,0,14.4583,0,1,0,3.0
579,580,1,1,0,32.0,0,0,7.925,1,0,0,3.0
580,581,1,0,1,25.0,1,1,30.0,1,0,0,2.0
581,582,1,0,1,39.0,1,1,110.8833,0,1,0,1.0
582,583,0,1,0,55.0,0,0,26.0,1,0,0,2.0
583,584,0,1,0,36.0,0,0,40.125,0,1,0,1.0
584,585,0,1,0,16.0,0,0,8.7125,0,1,0,3.0
585,586,1,0,1,18.0,0,2,79.65,1,0,0,1.0
586,587,0,1,0,47.0,0,0,15.0,1,0,0,2.0
587,588,1,1,0,60.0,1,1,79.2,0,1,0,1.0
588,589,0,1,0,22.0,0,0,8.05,1,0,0,3.0
589,590,0,1,0,22.0,0,0,8.05,1,0,0,3.0
590,591,0,1,0,35.0,0,0,7.125,1,0,0,3.0
591,592,1,0,1,52.0,1,0,78.2667,0,1,0,1.0
592,593,0,1,0,47.0,0,0,7.25,1,0,0,3.0
593,594,0,0,1,40.0,0,2,7.75,0,0,1,3.0
594,595,0,1,0,36.0,1,0,26.0,1,0,0,2.0
595,596,0,1,0,36.0,1,1,24.15,1,0,0,3.0
596,597,1,0,1,31.0,0,0,33.0,1,0,0,2.0
597,598,0,1,0,49.0,0,0,0.0,1,0,0,3.0
598,599,0,1,0,18.0,0,0,7.225,0,1,0,3.0
599,600,1,1,0,49.0,1,0,56.9292,0,1,0,1.0
600,601,1,0,1,24.0,2,1,27.0,1,0,0,2.0
601,602,0,1,0,42.0,0,0,7.8958,1,0,0,3.0
602,603,0,1,0,37.0,0,0,42.4,1,0,0,1.0
603,604,0,1,0,44.0,0,0,8.05,1,0,0,3.0
604,605,1,1,0,40.0,0,0,26.55,0,1,0,1.0
605,606,0,1,0,36.0,1,0,15.55,1,0,0,3.0
606,607,0,1,0,30.0,0,0,7.8958,1,0,0,3.0
607,608,1,1,0,27.0,0,0,30.5,1,0,0,1.0
608,609,1,0,1,22.0,1,2,41.5792,0,1,0,2.0
609,610,1,0,1,40.0,0,0,153.4625,1,0,0,1.0
610,611,0,0,1,39.0,1,5,31.275,1,0,0,3.0
611,612,0,1,0,21.0,0,0,7.05,1,0,0,3.0
612,613,1,0,1,25.0,1,0,15.5,0,0,1,3.0
613,614,0,1,0,22.0,0,0,7.75,0,0,1,3.0
614,615,0,1,0,35.0,0,0,8.05,1,0,0,3.0
615,616,1,0,1,24.0,1,2,65.0,1,0,0,2.0
616,617,0,1,0,34.0,1,1,14.4,1,0,0,3.0
617,618,0,0,1,26.0,1,0,16.1,1,0,0,3.0
618,619,1,0,1,4.0,2,1,39.0,1,0,0,2.0
619,620,0,1,0,26.0,0,0,10.5,1,0,0,2.0
620,621,0,1,0,27.0,1,0,14.4542,0,1,0,3.0
621,622,1,1,0,42.0,1,0,52.5542,1,0,0,1.0
622,623,1,1,0,20.0,1,1,15.7417,0,1,0,3.0
623,624,0,1,0,21.0,0,0,7.8542,1,0,0,3.0
624,625,0,1,0,20.0,0,0,16.1,1,0,0,3.0
625,626,0,1,0,61.0,0,0,32.3208,1,0,0,1.0
626,627,0,1,0,52.0,0,0,12.35,0,0,1,2.0
627,628,1,0,1,21.0,0,0,77.9583,1,0,0,1.0
628,629,0,1,0,26.0,0,0,7.8958,1,0,0,3.0
629,630,0,1,0,17.0,0,0,7.7333,0,0,1,3.0
630,631,1,1,0,47.0,0,0,30.0,1,0,0,1.0
631,632,0,1,0,51.0,0,0,7.0542,1,0,0,3.0
632,633,1,1,0,32.0,0,0,30.5,0,1,0,1.0
633,634,0,1,0,29.0,0,0,0.0,1,0,0,1.0
634,635,0,0,1,9.0,3,2,27.9,1,0,0,3.0
635,636,1,0,1,28.0,0,0,13.0,1,0,0,2.0
636,637,0,1,0,32.0,0,0,7.925,1,0,0,3.0
637,638,0,1,0,31.0,1,1,26.25,1,0,0,2.0
638,639,0,0,1,41.0,0,5,39.6875,1,0,0,3.0
639,640,0,1,0,36.0,1,0,16.1,1,0,0,3.0
640,641,0,1,0,20.0,0,0,7.8542,1,0,0,3.0
641,642,1,0,1,24.0,0,0,69.3,0,1,0,1.0
642,643,0,0,1,2.0,3,2,27.9,1,0,0,3.0
643,644,1,1,0,32.0,0,0,56.4958,1,0,0,3.0
644,645,1,0,1,4.0,2,1,19.2583,0,1,0,3.0
645,646,1,1,0,48.0,1,0,76.7292,0,1,0,1.0
646,647,0,1,0,19.0,0,0,7.8958,1,0,0,3.0
647,648,1,1,0,56.0,0,0,35.5,0,1,0,1.0
648,649,0,1,0,18.0,0,0,7.55,1,0,0,3.0
649,650,1,0,1,24.0,0,0,7.55,1,0,0,3.0
650,651,0,1,0,23.0,0,0,7.8958,1,0,0,3.0
651,652,1,0,1,19.0,0,1,23.0,1,0,0,2.0
652,653,0,1,0,21.0,0,0,8.4333,1,0,0,3.0
653,654,1,0,1,16.0,0,0,7.8292,0,0,1,3.0
654,655,0,0,1,18.0,0,0,6.75,0,0,1,3.0
655,656,0,1,0,24.0,2,0,73.5,1,0,0,2.0
656,657,0,1,0,27.0,0,0,7.8958,1,0,0,3.0
657,658,0,0,1,32.0,1,1,15.5,0,0,1,3.0
658,659,0,1,0,23.0,0,0,13.0,1,0,0,2.0
659,660,0,1,0,58.0,0,2,113.275,0,1,0,1.0
660,661,1,1,0,49.0,2,0,133.65,1,0,0,1.0
661,662,0,1,0,40.0,0,0,7.225,0,1,0,3.0
662,663,0,1,0,37.0,0,0,25.5875,1,0,0,1.0
663,664,0,1,0,36.0,0,0,7.4958,1,0,0,3.0
664,665,1,1,0,20.0,1,0,7.925,1,0,0,3.0
665,666,0,1,0,30.0,2,0,73.5,1,0,0,2.0
666,667,0,1,0,25.0,0,0,13.0,1,0,0,2.0
667,668,0,1,0,49.0,0,0,7.775,1,0,0,3.0
668,669,0,1,0,43.0,0,0,8.05,1,0,0,3.0
669,670,1,0,1,48.0,1,0,52.0,1,0,0,1.0
670,671,1,0,1,40.0,1,1,39.0,1,0,0,2.0
671,672,0,1,0,31.0,1,0,52.0,1,0,0,1.0
672,673,0,1,0,71.0,0,0,10.5,1,0,0,2.0
673,674,1,1,0,32.0,0,0,13.0,1,0,0,2.0
674,675,0,1,0,15.0,0,0,0.0,1,0,0,2.0
675,676,0,1,0,18.0,0,0,7.775,1,0,0,3.0
676,677,0,1,0,33.0,0,0,8.05,1,0,0,3.0
677,678,1,0,1,18.0,0,0,9.8417,1,0,0,3.0
678,679,0,0,1,43.0,1,6,46.9,1,0,0,3.0
679,680,1,1,0,36.0,0,1,512.3292,0,1,0,1.0
680,681,0,0,1,26.0,0,0,8.1375,0,0,1,3.0
681,682,1,1,0,27.0,0,0,76.7292,0,1,0,1.0
682,683,0,1,0,20.0,0,0,9.225,1,0,0,3.0
683,684,0,1,0,14.0,5,2,46.9,1,0,0,3.0
684,685,0,1,0,60.0,1,1,39.0,1,0,0,2.0
685,686,0,1,0,25.0,1,2,41.5792,0,1,0,2.0
686,687,0,1,0,15.0,4,1,39.6875,1,0,0,3.0
687,688,0,1,0,19.0,0,0,10.1708,1,0,0,3.0
688,689,0,1,0,18.0,0,0,7.7958,1,0,0,3.0
689,690,1,0,1,16.0,0,1,211.3375,1,0,0,1.0
690,691,1,1,0,31.0,1,0,57.0,1,0,0,1.0
691,692,1,0,1,4.0,0,1,13.4167,0,1,0,3.0
692,693,1,1,0,37.0,0,0,56.4958,1,0,0,3.0
693,694,0,1,0,25.0,0,0,7.225,0,1,0,3.0
694,695,0,1,0,59.0,0,0,26.55,1,0,0,1.0
695,696,0,1,0,52.0,0,0,13.5,1,0,0,2.0
696,697,0,1,0,44.0,0,0,8.05,1,0,0,3.0
697,698,1,0,1,19.0,0,0,7.7333,0,0,1,3.0
698,699,0,1,0,49.0,1,1,110.8833,0,1,0,1.0
699,700,0,1,0,42.0,0,0,7.65,1,0,0,3.0
700,701,1,0,1,18.0,1,0,227.525,0,1,0,1.0
701,702,1,1,0,35.0,0,0,26.2875,1,0,0,1.0
702,703,0,0,1,12.0,0,1,14.4542,0,1,0,3.0
703,704,0,1,0,29.0,0,0,7.7417,0,0,1,3.0
704,705,0,1,0,26.0,1,0,7.8542,1,0,0,3.0
705,706,0,1,0,38.0,0,0,26.0,1,0,0,2.0
706,707,1,0,1,45.0,0,0,13.5,1,0,0,2.0
707,708,1,1,0,42.0,0,0,26.2875,1,0,0,1.0
708,709,1,0,1,22.0,0,0,151.55,1,0,0,1.0
709,710,1,1,0,4.0,1,1,15.2458,0,1,0,3.0
710,711,1,0,1,24.0,0,0,49.5042,0,1,0,1.0
711,712,0,1,0,45.0,0,0,26.55,1,0,0,1.0
712,713,1,1,0,48.0,1,0,52.0,1,0,0,1.0
713,714,0,1,0,29.0,0,0,9.4833,1,0,0,3.0
714,715,0,1,0,52.0,0,0,13.0,1,0,0,2.0
715,716,0,1,0,19.0,0,0,7.65,1,0,0,3.0
716,717,1,0,1,39.0,0,0,227.525,0,1,0,1.0
717,718,1,0,1,27.0,0,0,10.5,1,0,0,2.0
718,719,0,1,0,19.0,0,0,15.5,0,0,1,3.0
719,720,0,1,0,33.0,0,0,7.775,1,0,0,3.0
720,721,1,0,1,6.0,0,1,33.0,1,0,0,2.0
721,722,0,1,0,17.0,1,0,7.0542,1,0,0,3.0
722,723,0,1,0,34.0,0,0,13.0,1,0,0,2.0
723,724,0,1,0,50.0,0,0,13.0,1,0,0,2.0
724,725,1,1,0,27.0,1,0,53.1,1,0,0,1.0
725,726,0,1,0,20.0,0,0,8.6625,1,0,0,3.0
726,727,1,0,1,30.0,3,0,21.0,1,0,0,2.0
727,728,1,0,1,28.0,0,0,7.7375,0,0,1,3.0
728,729,0,1,0,25.0,1,0,26.0,1,0,0,2.0
729,730,0,0,1,25.0,1,0,7.925,1,0,0,3.0
730,731,1,0,1,29.0,0,0,211.3375,1,0,0,1.0
731,732,0,1,0,11.0,0,0,18.7875,0,1,0,3.0
732,733,0,1,0,39.0,0,0,0.0,1,0,0,2.0
733,734,0,1,0,23.0,0,0,13.0,1,0,0,2.0
734,735,0,1,0,23.0,0,0,13.0,1,0,0,2.0
735,736,0,1,0,28.0,0,0,16.1,1,0,0,3.0
736,737,0,0,1,48.0,1,3,34.375,1,0,0,3.0
737,738,1,1,0,35.0,0,0,512.3292,0,1,0,1.0
738,739,0,1,0,20.0,0,0,7.8958,1,0,0,3.0
739,740,0,1,0,32.0,0,0,7.8958,1,0,0,3.0
740,741,1,1,0,45.0,0,0,30.0,1,0,0,1.0
741,742,0,1,0,36.0,1,0,78.85,1,0,0,1.0
742,743,1,0,1,21.0,2,2,262.375,0,1,0,1.0
743,744,0,1,0,27.0,1,0,16.1,1,0,0,3.0
744,745,1,1,0,31.0,0,0,7.925,1,0,0,3.0
745,746,0,1,0,70.0,1,1,71.0,1,0,0,1.0
746,747,0,1,0,16.0,1,1,20.25,1,0,0,3.0
747,748,1,0,1,30.0,0,0,13.0,1,0,0,2.0
748,749,0,1,0,18.0,1,0,53.1,1,0,0,1.0
749,750,0,1,0,31.0,0,0,7.75,0,0,1,3.0
750,751,1,0,1,4.0,1,1,23.0,1,0,0,2.0
751,752,1,1,0,7.0,0,1,12.475,1,0,0,3.0
752,753,0,1,0,35.0,0,0,9.5,1,0,0,3.0
753,754,0,1,0,23.0,0,0,7.8958,1,0,0,3.0
754,755,1,0,1,48.0,1,2,65.0,1,0,0,2.0
755,756,1,1,0,1.0,1,1,14.5,1,0,0,2.0
756,757,0,1,0,24.0,0,0,7.7958,1,0,0,3.0
757,758,0,1,0,18.0,0,0,11.5,1,0,0,2.0
758,759,0,1,0,34.0,0,0,8.05,1,0,0,3.0
759,760,1,0,1,34.0,0,0,86.5,1,0,0,1.0
760,761,0,1,0,21.0,0,0,14.5,1,0,0,3.0
761,762,0,1,0,41.0,0,0,7.125,1,0,0,3.0
762,763,1,1,0,27.0,0,0,7.2292,0,1,0,3.0
763,764,1,0,1,36.0,1,2,120.0,1,0,0,1.0
764,765,0,1,0,16.0,0,0,7.775,1,0,0,3.0
765,766,1,0,1,51.0,1,0,77.9583,1,0,0,1.0
766,767,0,1,0,45.0,0,0,39.6,0,1,0,1.0
767,768,0,0,1,32.0,0,0,7.75,0,0,1,3.0
768,769,0,1,0,27.0,1,0,24.15,0,0,1,3.0
769,770,0,1,0,32.0,0,0,8.3625,1,0,0,3.0
770,771,0,1,0,24.0,0,0,9.5,1,0,0,3.0
771,772,0,1,0,48.0,0,0,7.8542,1,0,0,3.0
772,773,0,0,1,57.0,0,0,10.5,1,0,0,2.0
773,774,0,1,0,29.0,0,0,7.225,0,1,0,3.0
774,775,1,0,1,54.0,1,3,23.0,1,0,0,2.0
775,776,0,1,0,18.0,0,0,7.75,1,0,0,3.0
776,777,0,1,0,20.0,0,0,7.75,0,0,1,3.0
777,778,1,0,1,6.0,0,0,12.475,1,0,0,3.0
778,779,0,1,0,22.0,0,0,7.7375,0,0,1,3.0
779,780,1,0,1,43.0,0,1,211.3375,1,0,0,1.0
780,781,1,0,1,15.0,0,0,7.2292,0,1,0,3.0
781,782,1,0,1,17.0,1,0,57.0,1,0,0,1.0
782,783,0,1,0,29.0,0,0,30.0,1,0,0,1.0
783,784,0,1,0,35.0,1,2,23.45,1,0,0,3.0
784,785,0,1,0,25.0,0,0,7.05,1,0,0,3.0
785,786,0,1,0,25.0,0,0,7.25,1,0,0,3.0
786,787,1,0,1,18.0,0,0,7.4958,1,0,0,3.0
787,788,0,1,0,8.0,4,1,29.125,0,0,1,3.0
788,789,1,1,0,1.0,1,2,20.575,1,0,0,3.0
789,790,0,1,0,46.0,0,0,79.2,0,1,0,1.0
790,791,0,1,0,23.0,0,0,7.75,0,0,1,3.0
791,792,0,1,0,18.0,0,0,26.0,1,0,0,2.0
792,793,0,0,1,20.0,8,2,69.55,1,0,0,3.0
793,794,0,1,0,42.0,0,0,30.6958,0,1,0,1.0
794,795,0,1,0,25.0,0,0,7.8958,1,0,0,3.0
795,796,0,1,0,39.0,0,0,13.0,1,0,0,2.0
796,797,1,0,1,49.0,0,0,25.9292,1,0,0,1.0
797,798,1,0,1,31.0,0,0,8.6833,1,0,0,3.0
798,799,0,1,0,33.0,0,0,7.2292,0,1,0,3.0
799,800,0,0,1,30.0,1,1,24.15,1,0,0,3.0
800,801,0,1,0,34.0,0,0,13.0,1,0,0,2.0
801,802,1,0,1,31.0,1,1,26.25,1,0,0,2.0
802,803,1,1,0,11.0,1,2,120.0,1,0,0,1.0
803,804,1,1,0,0.42,0,1,8.5167,0,1,0,3.0
804,805,1,1,0,27.0,0,0,6.975,1,0,0,3.0
805,806,0,1,0,31.0,0,0,7.775,1,0,0,3.0
806,807,0,1,0,39.0,0,0,0.0,1,0,0,1.0
807,808,0,0,1,18.0,0,0,7.775,1,0,0,3.0
808,809,0,1,0,31.0,0,0,13.0,1,0,0,2.0
809,810,1,0,1,32.0,1,0,53.1,1,0,0,1.0
810,811,0,1,0,23.0,0,0,7.8875,1,0,0,3.0
811,812,0,1,0,39.0,0,0,24.15,1,0,0,3.0
812,813,0,1,0,35.0,0,0,10.5,1,0,0,2.0
813,814,0,0,1,6.0,4,2,31.275,1,0,0,3.0
814,815,0,1,0,22.0,0,0,8.05,1,0,0,3.0
815,816,0,1,0,39.0,0,0,0.0,1,0,0,1.0
816,817,0,0,1,23.0,0,0,7.925,1,0,0,3.0
817,818,0,1,0,31.0,1,1,37.0042,0,1,0,2.0
818,819,0,1,0,43.0,0,0,6.45,1,0,0,3.0
819,820,0,1,0,11.0,3,2,27.9,1,0,0,3.0
820,821,1,0,1,52.0,1,1,93.5,1,0,0,1.0
821,822,1,1,0,29.0,0,0,8.6625,1,0,0,3.0
822,823,0,1,0,38.0,0,0,0.0,1,0,0,1.0
823,824,1,0,1,29.0,0,1,12.475,1,0,0,3.0
824,825,0,1,0,2.0,4,1,39.6875,1,0,0,3.0
825,826,0,1,0,42.0,0,0,6.95,0,0,1,3.0
826,827,0,1,0,23.0,0,0,56.4958,1,0,0,3.0
827,828,1,1,0,1.0,0,2,37.0042,0,1,0,2.0
828,829,1,1,0,19.0,0,0,7.75,0,0,1,3.0
829,830,1,0,1,62.0,0,0,80.0,0,0,0,1.0
830,831,1,0,1,15.0,1,0,14.4542,0,1,0,3.0
831,832,1,1,0,0.75,1,1,18.75,1,0,0,2.0
832,833,0,1,0,30.0,0,0,7.2292,0,1,0,3.0
833,834,0,1,0,23.0,0,0,7.8542,1,0,0,3.0
834,835,0,1,0,15.0,0,0,8.3,1,0,0,3.0
835,836,1,0,1,39.0,1,1,83.1583,0,1,0,1.0
836,837,0,1,0,21.0,0,0,8.6625,1,0,0,3.0
837,838,0,1,0,20.0,0,0,8.05,1,0,0,3.0
838,839,1,1,0,32.0,0,0,56.4958,1,0,0,3.0
839,840,1,1,0,28.0,0,0,29.7,0,1,0,1.0
840,841,0,1,0,19.0,0,0,7.925,1,0,0,3.0
841,842,0,1,0,16.0,0,0,10.5,1,0,0,2.0
842,843,1,0,1,30.0,0,0,31.0,0,1,0,1.0
843,844,0,1,0,30.0,0,0,6.4375,0,1,0,3.0
844,845,0,1,0,17.0,0,0,8.6625,1,0,0,3.0
845,846,0,1,0,40.0,0,0,7.55,1,0,0,3.0
846,847,0,1,0,18.0,8,2,69.55,1,0,0,3.0
847,848,0,1,0,35.0,0,0,7.8958,0,1,0,3.0
848,849,0,1,0,39.0,0,1,33.0,1,0,0,2.0
849,850,1,0,1,40.0,1,0,89.1042,0,1,0,1.0
850,851,0,1,0,4.0,4,2,31.275,1,0,0,3.0
851,852,0,1,0,74.0,0,0,7.775,1,0,0,3.0
852,853,0,0,1,7.0,1,1,15.2458,0,1,0,3.0
853,854,1,0,1,16.0,0,1,39.4,1,0,0,1.0
854,855,0,0,1,45.0,1,0,26.0,1,0,0,2.0
855,856,1,0,1,18.0,0,1,9.35,1,0,0,3.0
856,857,1,0,1,45.0,1,1,164.8667,1,0,0,1.0
857,858,1,1,0,51.0,0,0,26.55,1,0,0,1.0
858,859,1,0,1,24.0,0,3,19.2583,0,1,0,3.0
859,860,0,1,0,30.0,0,0,7.2292,0,1,0,3.0
