Age,Edu,Years Employed,Income,Card Debt,Other Debt,Defaulted,DebtIncomeRatio
53,1,9,50,2.016,3.584,1.0,11.2
39,1,19,60,9.593,6.667,1.0,27.1
28,4,2,41,0.459,0.566,1.0,2.5
38,1,16,37,0.083,3.099,0.0,8.6
39,1,12,46,0.561,1.739,0.0,5.0
38,1,18,44,0.606,1.374,0.0,4.5
34,4,6,27,1.982,7.549,1.0,35.3
31,1,11,45,2.739,4.911,0.0,17.0
40,1,2,32,0.854,0.33,0.0,3.7
32,1,8,26,0.326,0.74,0.0,4.1
35,2,12,64,1.45,8.15,0.0,15.0
29,2,3,32,1.071,1.809,0.0,9.0
44,2,12,86,1.476,9.704,0.0,13.0
48,2,9,44,2.134,0.462,0.0,5.9
41,2,6,36,4.514,2.506,1.0,19.5
28,1,0,28,2.284,7.04,1.0,33.3
29,1,3,23,1.104,1.035,0.0,9.3
24,1,1,16,0.878,0.274,0.0,7.2
25,1,9,18,0.066,0.15,0.0,1.2
43,2,16,83,0.259,3.144,0.0,4.1
45,1,12,37,1.343,2.172,0.0,9.5
35,1,13,35,0.432,1.143,0.0,4.5
34,1,13,51,1.875,3.021,0.0,9.6
29,1,2,14,0.587,1.429,1.0,14.4
32,2,11,75,7.759,9.716,1.0,23.3
27,3,6,26,0.93,1.774,0.0,10.4
39,1,16,57,1.559,9.499,0.0,19.4
37,4,2,29,2.782,1.684,0.0,15.4
31,4,1,29,1.065,2.154,0.0,11.1
28,1,4,28,0.437,3.539,1.0,14.2
27,2,8,38,0.364,2.258,0.0,6.9
31,1,8,27,0.674,0.784,0.0,5.4
31,1,9,26,0.31,0.86,0.0,4.5
32,1,0,20,0.263,0.337,1.0,3.0
29,2,9,36,0.127,0.377,0.0,1.4
31,2,9,53,1.195,5.96,0.0,13.5
32,2,5,43,1.806,4.644,1.0,15.0
39,1,6,42,2.541,5.817,1.0,19.9
27,2,7,30,0.448,0.752,1.0,4.0
29,1,13,42,1.458,1.65,1.0,7.4
31,1,11,34,0.298,2.014,0.0,6.8
41,2,22,75,9.877,7.823,0.0,23.6
30,1,1,27,1.275,2.046,0.0,12.3
35,2,0,22,1.97,1.33,1.0,15.0
38,2,2,22,1.209,3.785,1.0,22.7
29,1,1,17,0.157,0.982,0.0,6.7
37,1,7,32,2.697,3.575,0.0,19.6
26,1,8,25,0.21,0.965,0.0,4.7
27,1,0,16,0.13,0.046,0.0,1.1
42,2,18,66,1.641,4.695,0.0,9.6
45,3,8,140,4.184,15.276,0.0,13.9
51,4,15,26,2.012,1.524,0.0,13.6
36,1,10,28,0.815,2.321,1.0,11.2
48,1,17,66,1.468,0.644,0.0,3.2
45,1,10,52,0.932,1.876,0.0,5.4
47,1,16,110,5.821,8.039,0.0,12.6
26,1,6,22,0.721,1.545,0.0,10.3
35,1,12,30,1.899,2.721,0.0,15.4
50,3,10,80,2.479,7.281,0.0,12.2
30,1,11,33,0.682,2.09,0.0,8.4
49,2,22,79,0.288,5.479,0.0,7.3
36,1,1,16,0.433,1.055,0.0,9.3
24,2,3,19,0.359,0.458,0.0,4.3
42,5,6,190,3.157,11.663,0.0,7.8
28,2,0,30,0.121,1.319,1.0,4.8
52,2,12,76,0.995,4.857,0.0,7.7
39,2,9,56,4.765,5.707,0.0,18.7
40,2,15,138,1.222,4.436,0.0,4.1
29,2,0,22,1.039,1.799,1.0,12.9
40,1,8,28,0.534,0.474,0.0,3.6
27,1,10,34,0.851,1.359,0.0,6.5
24,3,2,16,0.27,0.754,1.0,6.4
26,2,5,28,1.024,1.16,0.0,7.8
40,3,16,116,1.614,12.422,0.0,12.1
50,2,16,71,1.663,6.218,0.0,11.1
30,1,0,20,0.622,0.458,0.0,5.4
26,2,6,30,0.144,0.156,0.0,1.0
35,1,10,28,0.11,0.254,0.0,1.3
37,3,16,50,7.32,10.98,1.0,36.6
52,5,9,70,1.329,5.251,1.0,9.4
24,1,5,46,0.53,1.218,0.0,3.8
28,1,3,26,0.432,2.168,0.0,10.0
29,2,6,57,0.453,0.801,0.0,2.2
35,1,11,77,1.1,2.519,0.0,4.7
54,1,18,114,3.295,6.395,0.0,8.5
32,1,10,32,1.168,2.448,0.0,11.3
32,1,11,53,0.089,1.66,0.0,3.3
36,1,14,81,1.785,4.047,0.0,7.2
31,1,12,24,0.442,1.142,0.0,6.6
28,1,11,24,0.107,0.469,0.0,2.4
34,1,10,33,2.502,0.897,1.0,10.3
53,4,7,61,1.875,2.944,0.0,7.9
50,1,8,47,0.399,2.844,0.0,6.9
52,4,13,234,7.387,10.631,0.0,7.7
30,2,4,15,0.35,0.625,0.0,6.5
26,2,0,28,1.271,1.333,0.0,9.3
42,2,21,121,1.365,2.386,0.0,3.1
27,1,6,43,0.883,1.224,0.0,4.9
41,1,14,52,0.926,2.87,0.0,7.3
27,1,10,31,1.362,4.001,0.0,17.3
32,1,12,33,0.795,2.901,0.0,11.2
37,1,12,44,2.995,3.473,0.0,14.7
29,1,3,17,0.47,1.06,0.0,9.0
27,1,9,45,2.852,5.158,1.0,17.8
50,3,25,94,1.734,3.248,0.0,5.3
21,3,0,24,0.833,1.015,0.0,7.7
41,4,14,44,0.353,0.395,0.0,1.7
23,2,1,18,0.885,2.481,1.0,18.7
45,2,9,69,0.707,3.916,0.0,6.7
45,2,2,29,0.443,1.123,0.0,5.4
33,1,6,21,0.567,1.008,0.0,7.5
21,1,1,16,0.141,0.867,0.0,6.3
40,1,6,36,0.391,0.365,1.0,2.1
40,2,3,28,0.553,2.107,0.0,9.5
56,1,11,59,4.673,4.177,0.0,15.0
26,1,2,22,0.237,1.171,0.0,6.4
29,1,6,46,1.17,1.314,0.0,5.4
29,2,6,65,1.985,9.975,0.0,18.4
39,1,13,27,0.966,1.194,0.0,8.0
27,2,1,23,0.285,2.567,0.0,12.4
25,1,1,15,0.371,1.339,1.0,11.4
36,5,5,20,0.729,0.891,0.0,8.1
35,1,7,39,1.702,4.577,1.0,16.1
25,2,4,33,0.553,1.163,0.0,5.2
21,2,2,20,0.291,0.609,1.0,4.5
23,1,2,16,0.805,0.731,1.0,9.6
32,1,14,73,3.752,2.672,0.0,8.8
34,1,0,20,2.049,1.371,0.0,17.1
38,1,5,20,0.091,0.208,0.0,1.5
39,1,22,73,3.727,6.712,0.0,14.3
46,1,1,21,1.377,1.731,1.0,14.8
35,2,10,98,4.875,8.159,0.0,13.3
33,4,9,28,0.377,0.827,0.0,4.3
30,2,12,68,2.857,10.811,0.0,20.1
54,3,21,118,9.6,7.392,0.0,14.4
42,2,5,41,0.355,1.039,0.0,3.4
28,1,9,22,5.283,0.811,1.0,27.7
35,1,9,34,0.398,1.302,0.0,5.0
41,3,16,135,1.277,4.663,0.0,4.4
41,1,16,49,0.431,0.353,0.0,1.6
53,4,5,78,6.936,6.558,1.0,17.3
28,1,4,26,1.295,2.215,0.0,13.5
35,1,5,32,0.175,3.985,0.0,13.0
42,1,7,25,1.629,0.921,0.0,10.2
33,1,11,35,0.506,5.059,0.0,15.9
27,3,0,50,1.044,6.306,0.0,14.7
48,2,30,148,3.975,6.681,0.0,7.2
33,1,2,44,0.525,0.839,0.0,3.1
37,1,6,31,1.701,1.926,1.0,11.7
31,1,5,23,0.046,0.414,0.0,2.0
35,3,10,39,1.602,2.454,0.0,10.4
48,2,6,66,2.316,5.67,0.0,12.1
34,1,16,75,3.955,3.845,0.0,10.4
23,2,2,48,0.511,3.089,0.0,7.5
41,2,8,43,0.086,0.215,0.0,0.7
52,1,33,139,2.288,5.496,0.0,5.6
39,1,6,61,0.563,2.914,0.0,5.7
46,1,1,20,0.809,1.991,0.0,14.0
33,2,4,55,2.16,1.69,0.0,7.0
34,3,2,39,1.143,4.005,0.0,13.2
34,3,12,47,1.301,1.848,0.0,6.7
40,1,9,33,4.881,0.729,0.0,17.0
45,3,16,80,0.912,1.488,0.0,3.0
25,1,1,19,0.19,1.121,0.0,6.9
31,2,6,32,3.341,4.051,1.0,23.1
34,4,7,40,0.95,1.61,0.0,6.4
45,1,23,50,0.559,1.541,0.0,4.2
44,2,17,129,0.551,2.674,0.0,2.5
35,1,13,42,0.769,6.623,0.0,17.6
22,2,0,14,0.242,2.152,0.0,17.1
26,3,3,40,1.896,2.424,0.0,10.8
38,1,6,18,0.131,2.209,0.0,13.0
27,1,7,26,0.641,1.725,0.0,9.1
29,1,11,36,0.709,1.487,0.0,6.1
29,2,5,28,2.126,3.11,0.0,18.7
22,1,4,24,1.636,2.108,1.0,15.6
47,1,4,26,0.122,2.582,0.0,10.4
27,2,5,25,0.706,0.995,0.0,6.8
24,1,2,18,0.528,0.552,0.0,6.0
52,1,17,73,1.054,5.297,0.0,8.7
26,1,3,29,2.527,4.926,1.0,25.7
40,1,22,100,5.402,9.198,0.0,14.6
33,2,12,58,3.084,7.588,0.0,18.4
30,1,0,17,0.304,1.736,0.0,12.0
39,2,16,69,1.061,0.595,0.0,2.4
24,2,0,16,0.025,1.143,0.0,7.3
27,4,0,70,1.618,3.982,1.0,8.0
38,2,7,64,0.651,1.269,0.0,3.0
36,1,9,40,1.976,1.944,0.0,9.8
39,1,4,33,0.397,1.913,0.0,7.0
43,1,13,76,2.151,2.485,1.0,6.1
24,1,8,17,0.569,0.383,1.0,5.6
21,1,5,25,0.367,1.883,0.0,9.0
26,2,2,24,1.577,1.687,1.0,13.6
43,1,11,37,0.18,0.301,0.0,1.3
36,3,11,44,0.446,6.022,0.0,14.7
43,1,15,62,0.694,5.134,0.0,9.4
35,2,11,62,9.703,10.385,0.0,32.4
34,2,10,33,0.574,2.561,0.0,9.5
47,2,17,41,0.456,3.439,0.0,9.5
48,1,0,30,2.663,4.027,0.0,22.3
29,2,9,46,0.241,0.495,0.0,1.6
36,1,7,43,1.04,1.626,0.0,6.2
35,1,10,39,0.218,2.005,0.0,5.7
39,1,13,38,1.897,1.485,0.0,8.9
41,1,21,76,6.949,8.631,0.0,20.5
29,3,1,30,0.279,1.071,0.0,4.5
39,2,18,44,0.368,0.556,0.0,2.1
33,1,12,32,2.105,1.511,0.0,11.3
33,2,8,27,1.646,1.0,0.0,9.8
39,1,0,39,1.066,2.015,0.0,7.9
40,2,8,57,0.878,2.314,0.0,5.6
53,1,33,324,7.053,15.627,0.0,7.0
34,1,15,67,3.741,5.103,0.0,13.2
29,3,7,84,6.912,4.512,1.0,13.6
30,1,0,17,0.447,0.182,1.0,3.7
38,3,3,25,0.312,0.613,0.0,3.7
25,4,0,24,1.597,1.307,1.0,12.1
26,2,6,35,0.086,0.579,0.0,1.9
25,2,5,35,1.969,3.806,0.0,16.5
29,1,8,24,0.47,1.138,0.0,6.7
28,1,5,22,0.14,0.476,0.0,2.8
48,1,30,101,1.875,4.589,0.0,6.4
26,1,0,14,0.302,0.748,1.0,7.5
36,1,4,23,1.327,2.422,0.0,16.3
30,1,12,38,0.171,3.059,0.0,8.5
41,1,1,19,0.242,0.594,0.0,4.4
34,3,13,52,1.497,3.287,0.0,9.2
25,3,3,54,1.163,2.833,0.0,7.4
45,1,17,62,2.437,6.863,0.0,15.0
22,1,4,19,1.887,2.502,1.0,23.1
32,1,13,25,0.596,1.279,0.0,7.5
21,2,1,17,0.555,1.23,0.0,10.5
34,1,6,20,0.042,0.198,0.0,1.2
31,1,10,49,3.237,1.565,1.0,9.8
33,1,7,22,0.631,0.777,0.0,6.4
40,2,2,36,0.278,1.09,0.0,3.8
36,2,6,27,0.262,0.98,1.0,4.6
30,2,2,26,0.249,0.739,0.0,3.8
35,2,0,35,2.383,1.957,0.0,12.4
36,1,7,40,1.695,2.265,0.0,9.9
37,1,4,24,0.419,2.989,0.0,14.2
32,1,16,38,0.694,7.286,0.0,21.0
45,1,3,20,0.105,0.315,0.0,2.1
27,4,0,25,1.419,1.756,1.0,12.7
41,2,4,26,1.473,3.519,1.0,19.2
32,2,12,116,4.027,2.585,0.0,5.7
48,1,13,50,6.114,9.286,1.0,30.8
50,1,1,26,1.852,1.866,0.0,14.3
45,3,0,22,0.03,0.894,0.0,4.2
33,2,2,37,0.834,0.831,0.0,4.5
33,1,13,52,2.714,8.362,1.0,21.3
27,2,8,18,0.401,1.741,0.0,11.9
36,2,7,43,2.649,3.973,0.0,15.4
30,4,7,30,0.264,4.446,0.0,15.7
28,2,3,36,0.384,2.712,0.0,8.6
21,3,0,41,2.367,5.628,0.0,19.5
23,2,3,24,0.552,0.96,0.0,6.3
23,1,7,22,0.849,2.319,0.0,14.4
26,1,10,25,1.306,0.469,0.0,7.1
31,1,8,22,0.37,1.104,0.0,6.7
38,3,13,25,0.343,1.082,0.0,5.7
29,3,7,63,0.572,2.893,0.0,5.5
32,1,14,36,0.273,0.591,0.0,2.4
32,2,8,45,0.982,0.683,0.0,3.7
41,1,7,43,0.694,1.198,0.0,4.4
27,1,5,26,0.548,1.22,0.0,6.8
28,2,7,34,0.359,2.021,0.0,7.0
25,4,0,18,2.802,3.21,1.0,33.4
32,1,12,28,0.116,0.696,0.0,2.9
52,1,16,64,1.866,3.638,0.0,8.6
